# Bulbe : BC95, IMF x= 1.35 Y=0.28 Z=0.02 Age 10.0 Gyr
Dist,Mv,CL,Typ,LTef,logg,Age,Mass,B-V,U-B,V-I,V-K,V,[Fe/H],l,b,Av,Mbol
0.033,12.3,5,7.4,3.518,5.0,4,0.26,1.53,1.208,2.589,4.821,14.97,0.02,252.63,-19.22,0.014,10.675
0.033,10.9,5,7.3,3.544,4.86,7,0.4,1.569,1.184,2.213,4.156,13.596,-0.42,252.63,-19.22,0.014,9.307
0.052,11.3,5,7.3,3.537,4.91,4,0.35,1.527,1.148,2.283,4.458,14.957,-0.07,252.63,-19.22,0.028,9.707
0.052,10.2,5,7.2,3.559,4.85,2,0.48,1.471,1.173,2.013,4.138,13.744,0.02,252.63,-19.22,0.028,8.671
0.052,9.3,5,7.1,3.58,4.74,7,0.56,1.442,1.203,1.838,3.688,12.9,-0.34,252.63,-19.22,0.028,7.834
0.052,8.2,5,6.7,3.61,4.69,7,0.66,1.306,1.102,1.563,3.195,11.737,-0.54,252.63,-19.22,0.028,6.862
0.052,10.2,5,7.06,3.58,4.96,8,0.35,1.436,1.033,2.074,3.443,13.774,-1.31,252.63,-19.22,0.028,9.022
0.071,11.6,5,7.4,3.531,4.92,1,0.33,1.527,1.151,2.382,4.572,15.817,-0.04,252.63,-19.22,0.042,9.975
0.071,11.1,5,7.3,3.54,4.89,1,0.38,1.537,1.154,2.231,4.389,15.374,-0.12,252.63,-19.22,0.042,9.507
0.071,11.1,5,7.3,3.54,4.89,2,0.38,1.526,1.143,2.226,4.417,15.467,-0.06,252.63,-19.22,0.042,9.507
0.071,10.8,5,7.3,3.546,4.89,2,0.42,1.467,1.131,2.158,4.197,15.064,0.09,252.63,-19.22,0.042,9.239
0.071,9.9,5,7.2,3.565,4.79,3,0.51,1.439,1.201,1.961,3.949,14.194,0.08,252.63,-19.22,0.042,8.371
0.071,6.2,5,6.2,3.687,4.58,1,0.83,0.997,0.808,0.975,2.328,10.558,-0.01,252.63,-19.22,0.042,5.29
0.071,5.6,5,6.0,3.717,4.5,6,0.88,0.82,0.413,0.865,2.019,9.947,-0.19,252.63,-19.22,0.042,4.82
0.071,5.2,5,5.6,3.74,4.5,3,0.98,0.754,0.331,0.81,1.796,9.501,0.13,252.63,-19.22,0.042,4.483
0.071,9.0,5,6.88,3.606,4.85,8,0.49,1.28,0.898,1.697,3.134,13.401,-1.38,252.63,-19.22,0.042,8.101
0.091,10.7,5,7.3,3.548,4.87,2,0.43,1.474,1.141,2.139,4.207,15.597,0.08,252.63,-19.22,0.056,9.139
0.091,9.2,5,7.1,3.582,4.74,5,0.57,1.439,1.243,1.812,3.858,14.002,-0.06,252.63,-19.22,0.056,7.734
0.091,8.2,5,6.9,3.61,4.66,3,0.65,1.349,1.24,1.579,3.449,13.068,-0.11,252.63,-19.22,0.056,6.83
0.091,7.9,5,6.7,3.62,4.68,6,0.68,1.307,1.198,1.485,3.278,12.835,-0.15,252.63,-19.22,0.056,6.593
0.091,6.6,5,6.3,3.669,4.6,6,0.79,1.108,1.03,1.102,2.579,11.496,0.09,252.63,-19.22,0.056,5.56
0.091,6.4,5,6.3,3.678,4.58,6,0.81,1.0,0.759,1.005,2.433,11.309,-0.44,252.63,-19.22,0.056,5.425
0.091,6.1,5,6.2,3.692,4.57,4,0.86,0.973,0.749,0.958,2.281,10.993,-0.04,252.63,-19.22,0.056,5.19
0.091,5.8,5,6.0,3.707,4.54,4,0.87,0.885,0.551,0.901,2.122,10.595,-0.13,252.63,-19.22,0.056,5.02
0.091,5.6,5,6.0,3.717,4.5,3,0.89,0.873,0.567,0.883,2.036,10.366,0.2,252.63,-19.22,0.056,4.82
0.091,4.1,5,5.0,3.76,4.17,7,1.02,0.618,0.03,0.722,1.598,9.032,-0.34,252.63,-19.22,0.056,3.447
0.091,9.4,5,6.95,3.596,4.89,8,0.44,1.341,0.943,1.835,3.269,14.331,-1.42,252.63,-19.22,0.056,8.405
0.111,10.4,5,7.3,3.555,4.83,5,0.45,1.56,1.206,2.133,4.006,15.625,-0.51,252.63,-19.22,0.07,8.839
