# Bulbe : BC95, IMF x= 1.35 Y=0.28 Z=0.02 Age 10.0 Gyr
Dist,Mv,CL,Typ,LTef,logg,Age,Mass,B-V,U-B,V-I,V-K,V,[Fe/H],l,b,Av,Mbol
0.033,12.1,5,7.4,3.522,4.96,7,0.27,1.589,1.227,2.467,4.638,14.793,-0.22,194.11,50.45,0.013,10.475
0.033,11.3,5,7.3,3.537,4.91,2,0.35,1.395,1.123,2.317,4.538,13.94,0.3,194.11,50.45,0.013,9.707
0.052,11.6,5,7.4,3.531,4.92,3,0.33,1.426,1.184,2.417,4.661,15.254,0.18,194.11,50.45,0.026,9.975
0.052,8.9,5,7.0,3.59,4.72,5,0.6,1.401,1.185,1.753,3.533,12.419,-0.39,194.11,50.45,0.026,7.466
0.052,8.7,5,7.0,3.595,4.7,2,0.61,1.389,1.271,1.698,3.618,12.251,0.03,194.11,50.45,0.026,7.298
0.052,7.3,5,6.5,3.641,4.63,2,0.71,1.199,1.076,1.291,2.897,10.886,-0.26,194.11,50.45,0.026,6.065
0.052,4.7,5,5.3,3.76,4.41,7,0.98,0.62,0.046,0.71,1.575,8.344,-0.27,194.11,50.45,0.026,4.047
0.052,1.2,4,3.6,3.94,4.03,2,2.14,0.069,0.09,0.094,0.227,4.883,0.04,194.11,50.45,0.026,1.076
0.052,6.4,5,5.93,3.716,4.66,8,0.7,0.765,0.202,0.853,2.007,10.041,-0.89,194.11,50.45,0.026,6.148
0.071,11.5,5,7.3,3.533,4.94,7,0.34,1.568,1.191,2.33,4.47,15.807,-0.21,194.11,50.45,0.038,9.907
0.071,11.4,5,7.3,3.535,4.92,2,0.34,1.44,1.168,2.352,4.532,15.726,0.15,194.11,50.45,0.038,9.807
0.071,11.3,5,7.3,3.537,4.92,2,0.36,1.512,1.139,2.29,4.496,15.64,0.01,194.11,50.45,0.038,9.707
0.071,11.2,5,7.3,3.539,4.9,3,0.37,1.456,1.155,2.282,4.391,15.509,0.11,194.11,50.45,0.038,9.607
0.071,10.3,5,7.2,3.557,4.82,1,0.47,1.471,1.167,2.04,4.153,14.509,0.04,194.11,50.45,0.038,8.739
0.071,9.8,5,7.15,3.568,4.81,5,0.52,1.47,1.206,1.932,4.029,14.076,-0.07,194.11,50.45,0.038,8.303
0.071,9.7,5,7.15,3.57,4.78,3,0.52,1.471,1.21,1.919,3.924,13.939,-0.19,194.11,50.45,0.038,8.203
0.071,6.3,5,6.3,3.682,4.56,2,0.82,1.042,0.938,1.013,2.388,10.644,0.19,194.11,50.45,0.038,5.325
0.071,6.2,5,6.2,3.687,4.58,3,0.83,0.988,0.782,0.971,2.321,10.544,-0.08,194.11,50.45,0.038,5.29
0.071,6.1,5,6.2,3.692,4.57,7,0.86,0.912,0.549,0.935,2.242,10.39,-0.59,194.11,50.45,0.038,5.19
0.071,6.0,5,6.1,3.697,4.57,6,0.86,0.935,0.669,0.927,2.202,10.351,-0.09,194.11,50.45,0.038,5.155
0.071,4.3,5,5.0,3.76,4.27,7,1.03,0.594,-0.028,0.714,1.588,8.595,-0.53,194.11,50.45,0.038,3.647
0.091,10.6,5,7.3,3.55,4.88,6,0.44,1.519,1.163,2.115,4.257,15.541,-0.11,194.11,50.45,0.048,9.039
0.091,10.2,5,7.2,3.559,4.85,2,0.48,1.429,1.163,2.036,4.044,15.075,0.18,194.11,50.45,0.048,8.671
0.091,10.0,5,7.2,3.563,4.81,5,0.5,1.453,1.193,1.984,4.023,14.85,0.06,194.11,50.45,0.048,8.471
0.091,9.8,5,7.15,3.568,4.81,2,0.52,1.465,1.211,1.931,4.06,14.697,0.01,194.11,50.45,0.048,8.303
0.091,8.7,5,7.0,3.595,4.7,6,0.61,1.402,1.27,1.705,3.71,13.545,0.0,194.11,50.45,0.048,7.298
0.091,8.5,5,7.0,3.601,4.68,6,0.62,1.36,1.167,1.667,3.386,13.415,-0.44,194.11,50.45,0.048,7.098
0.091,7.9,5,6.7,3.62,4.68,5,0.68,1.318,1.252,1.486,3.314,12.704,0.02,194.11,50.45,0.048,6.593
0.091,6.6,5,6.3,3.669,4.59,6,0.77,1.103,1.01,1.093,2.567,11.501,0.05,194.11,50.45,0.048,5.56
0.091,3.3,5,4.6,3.8,4.12,4,1.32,0.508,0.013,0.566,1.234,8.151,-0.04,194.11,50.45,0.048,2.774
0.091,9.8,5,7.01,3.588,4.93,8,0.4,1.416,1.189,1.957,3.632,14.619,-0.3,194.11,50.45,0.048,8.713
0.111,9.8,5,7.2,3.568,4.77,4,0.51,1.426,1.212,1.945,3.93,15.081,0.15,194.11,50.45,0.057,8.271
0.111,8.9,5,7.0,3.59,4.72,4,0.59,1.418,1.255,1.752,3.767,14.165,-0.04,194.11,50.45,0.057,7.466
0.111,8.8,5,7.0,3.593,4.7,5,0.6,1.41,1.257,1.731,3.722,14.133,-0.06,194.11,50.45,0.057,7.366
0.111,8.7,5,7.0,3.595,4.7,5,0.61,1.398,1.279,1.711,3.639,13.965,0.03,194.11,50.45,0.057,7.298
0.111,8.2,5,6.9,3.61,4.65,4,0.64,1.345,1.224,1.58,3.417,13.481,-0.17,194.11,50.45,0.057,6.83
0.111,8.1,5,6.7,3.613,4.66,2,0.66,1.335,1.309,1.559,3.224,13.367,0.15,194.11,50.45,0.057,6.762
