# Bulbe : BC95, IMF x= 1.35 Y=0.28 Z=0.02 Age 10.0 Gyr
Dist,Mv,CL,Typ,LTef,logg,Age,Mass,B-V,U-B,V-I,V-K,V,[Fe/H],l,b,Av,Mbol
0.033,11.5,5,7.3,3.533,4.94,3,0.34,1.449,1.178,2.37,4.537,14.082,0.09,107.38,8.14,0.014,9.907
0.033,11.5,5,7.3,3.533,4.94,5,0.34,1.487,1.152,2.354,4.536,14.124,0.03,107.38,8.14,0.014,9.907
0.033,8.3,5,6.9,3.607,4.68,5,0.65,1.346,1.227,1.592,3.444,10.953,-0.13,107.38,8.14,0.014,6.93
0.033,4.3,5,5.0,3.78,4.4,5,1.11,0.604,0.129,0.634,1.402,6.961,0.27,107.38,8.14,0.014,3.71
0.052,12.4,5,7.5,3.516,4.98,6,0.25,1.608,1.258,2.574,4.772,15.94,-0.19,107.38,8.14,0.027,10.744
0.052,11.8,5,7.4,3.527,4.96,3,0.31,1.414,1.199,2.484,4.788,15.42,0.2,107.38,8.14,0.027,10.175
0.052,11.2,5,7.3,3.539,4.89,7,0.36,1.531,1.15,2.253,4.414,14.81,-0.1,107.38,8.14,0.027,9.607
0.052,10.2,5,7.2,3.559,4.85,3,0.48,1.483,1.175,2.012,4.166,13.814,-0.03,107.38,8.14,0.027,8.671
0.052,9.6,5,7.15,3.572,4.78,6,0.54,1.462,1.212,1.891,3.87,13.195,-0.2,107.38,8.14,0.027,8.103
0.052,9.4,5,7.1,3.577,4.76,6,0.55,1.451,1.203,1.859,3.71,12.917,-0.36,107.38,8.14,0.027,7.934
0.052,7.2,5,6.5,3.644,4.62,4,0.73,1.232,1.246,1.288,2.861,10.766,0.24,107.38,8.14,0.027,5.965
0.071,11.4,5,7.3,3.535,4.92,7,0.34,1.598,1.219,2.299,4.377,15.721,-0.37,107.38,8.14,0.041,9.807
0.071,11.3,5,7.3,3.537,4.91,7,0.35,1.542,1.162,2.287,4.448,15.674,-0.12,107.38,8.14,0.041,9.707
0.071,11.2,5,7.3,3.539,4.89,1,0.36,1.494,1.142,2.265,4.443,15.603,0.04,107.38,8.14,0.041,9.607
0.071,11.3,5,7.3,3.537,4.93,2,0.37,1.53,1.15,2.288,4.478,15.687,-0.06,107.38,8.14,0.041,9.707
0.071,11.1,5,7.3,3.54,4.89,5,0.38,1.402,1.099,2.256,4.435,15.411,0.31,107.38,8.14,0.041,9.507
0.071,11.1,5,7.3,3.54,4.91,5,0.39,1.557,1.174,2.239,4.339,15.466,-0.23,107.38,8.14,0.041,9.507
0.071,10.4,5,7.3,3.555,4.83,6,0.45,1.526,1.184,2.096,4.094,14.765,-0.29,107.38,8.14,0.041,8.839
0.071,10.2,5,7.2,3.559,4.85,4,0.48,1.436,1.169,2.033,4.019,14.541,0.13,107.38,8.14,0.041,8.671
0.071,6.3,5,6.3,3.682,4.54,5,0.79,1.033,0.898,1.003,2.39,10.537,0.09,107.38,8.14,0.041,5.325
0.071,6.3,5,6.3,3.682,4.55,2,0.81,1.017,0.841,0.993,2.381,10.51,-0.06,107.38,8.14,0.041,5.325
0.071,3.8,5,4.7,3.79,4.25,4,1.21,0.542,0.029,0.601,1.333,8.17,-0.01,107.38,8.14,0.041,3.242
0.071,2.9,5,4.2,3.83,4.15,3,1.47,0.414,0.007,0.453,0.908,7.295,0.04,107.38,8.14,0.041,2.469
0.091,10.8,5,7.3,3.546,4.86,3,0.41,1.472,1.133,2.16,4.223,15.613,0.08,107.38,8.14,0.055,9.207
0.091,10.4,5,7.3,3.555,4.84,7,0.46,1.537,1.192,2.11,4.077,15.251,-0.35,107.38,8.14,0.055,8.839
0.091,10.2,5,7.2,3.559,4.85,5,0.48,1.489,1.181,2.02,4.206,14.992,0.0,107.38,8.14,0.055,8.671
0.091,10.1,5,7.2,3.561,4.83,2,0.49,1.44,1.183,2.016,3.998,14.959,0.12,107.38,8.14,0.055,8.571
0.091,9.6,5,7.15,3.572,4.77,7,0.53,1.471,1.219,1.904,3.881,14.386,-0.22,107.38,8.14,0.055,8.103
0.091,8.8,5,7.0,3.593,4.7,3,0.6,1.387,1.29,1.738,3.506,13.743,0.12,107.38,8.14,0.055,7.366
0.091,7.7,5,6.7,3.626,4.64,5,0.7,1.294,1.282,1.428,3.06,12.649,0.14,107.38,8.14,0.055,6.393
0.091,7.4,5,6.5,3.637,4.62,5,0.72,1.233,1.133,1.332,3.004,12.274,-0.18,107.38,8.14,0.055,6.125
0.091,6.6,5,6.3,3.669,4.6,1,0.78,1.114,1.051,1.106,2.581,11.394,0.14,107.38,8.14,0.055,5.56
0.091,4.3,5,4.8,3.79,4.43,1,1.17,0.539,0.006,0.607,1.351,9.065,-0.1,107.38,8.14,0.055,3.742
