# Bulbe : BC95, IMF x= 1.35 Y=0.28 Z=0.02 Age 10.0 Gyr
Dist,Mv,CL,Typ,LTef,logg,Age,Mass,B-V,U-B,V-I,V-K,V,[Fe/H],l,b,Av,Mbol
0.033,12.7,5,7.5,3.511,5.01,3,0.23,1.606,1.264,2.677,4.897,15.332,-0.09,198.98,-14.68,0.014,11.044
0.033,10.7,5,7.3,3.548,4.87,2,0.43,1.5,1.139,2.105,4.299,13.235,-0.02,198.98,-14.68,0.014,9.139
0.033,9.9,5,7.2,3.565,4.79,4,0.51,1.442,1.194,1.945,3.986,12.579,0.05,198.98,-14.68,0.014,8.371
0.033,9.3,5,7.1,3.58,4.74,6,0.56,1.432,1.227,1.815,3.839,11.975,-0.08,198.98,-14.68,0.014,7.834
0.033,7.2,5,6.37,3.674,4.71,8,0.63,0.979,0.672,1.001,2.423,9.853,-0.79,198.98,-14.68,0.014,6.779
0.052,11.3,5,7.3,3.537,4.91,4,0.35,1.514,1.135,2.284,4.486,14.849,-0.01,198.98,-14.68,0.028,9.707
0.052,10.4,5,7.3,3.555,4.83,1,0.45,1.463,1.156,2.061,4.139,14.033,0.06,198.98,-14.68,0.028,8.839
0.052,10.4,5,7.3,3.555,4.84,6,0.46,1.396,1.121,2.072,4.143,14.043,0.29,198.98,-14.68,0.028,8.839
0.052,9.9,5,7.2,3.565,4.79,1,0.51,1.471,1.197,1.95,4.05,13.44,-0.07,198.98,-14.68,0.028,8.371
0.052,9.8,5,7.15,3.568,4.81,3,0.52,1.417,1.203,1.934,3.897,13.399,0.15,198.98,-14.68,0.028,8.303
0.052,9.4,5,7.1,3.577,4.76,2,0.55,1.412,1.242,1.844,3.735,13.044,0.1,198.98,-14.68,0.028,7.934
0.052,8.7,5,7.0,3.595,4.7,6,0.61,1.385,1.207,1.704,3.539,12.274,-0.27,198.98,-14.68,0.028,7.298
0.052,10.2,5,7.06,3.58,4.96,8,0.35,1.441,1.18,2.074,3.631,13.738,-0.43,198.98,-14.68,0.028,9.022
0.071,11.3,5,7.3,3.537,4.92,2,0.36,1.408,1.132,2.328,4.552,15.664,0.28,198.98,-14.68,0.042,9.707
0.071,10.8,5,7.3,3.546,4.86,5,0.41,1.529,1.153,2.154,4.295,15.082,-0.13,198.98,-14.68,0.042,9.207
0.071,10.2,5,7.2,3.559,4.85,6,0.48,1.438,1.17,2.033,4.017,14.548,0.12,198.98,-14.68,0.042,8.671
0.071,10.1,5,7.2,3.561,4.83,1,0.49,1.494,1.189,2.011,4.079,14.51,-0.15,198.98,-14.68,0.042,8.571
0.071,9.9,5,7.2,3.565,4.78,6,0.5,1.48,1.201,1.963,4.026,14.198,-0.13,198.98,-14.68,0.042,8.371
0.071,9.6,5,7.15,3.572,4.78,2,0.54,1.457,1.227,1.881,4.004,13.931,-0.01,198.98,-14.68,0.042,8.103
0.071,9.2,5,7.1,3.582,4.74,2,0.57,1.436,1.22,1.815,3.752,13.447,-0.21,198.98,-14.68,0.042,7.734
0.071,7.6,5,6.5,3.63,4.64,5,0.69,1.263,1.176,1.38,3.12,11.962,-0.13,198.98,-14.68,0.042,6.325
0.071,5.5,5,5.8,3.723,4.51,5,0.94,0.809,0.415,0.85,1.972,9.801,-0.04,198.98,-14.68,0.042,4.751
0.071,4.3,5,5.0,3.77,4.31,6,1.07,0.577,-0.014,0.678,1.52,8.628,-0.37,198.98,-14.68,0.042,3.679
0.071,2.3,4,4.6,3.79,3.76,4,1.62,0.535,0.045,0.601,1.324,6.562,-0.04,198.98,-14.68,0.042,1.815
