# Bulbe : BC95, IMF x= 1.35 Y=0.28 Z=0.02 Age 10.0 Gyr
Dist,Mv,CL,Typ,LTef,logg,Age,Mass,B-V,U-B,V-I,V-K,V,[Fe/H],l,b,Av,Mbol
0.033,12.5,5,7.5,3.515,5.01,3,0.25,1.58,1.229,2.63,4.843,15.15,-0.05,146.10001,14.75,0.014,10.844
0.033,12.2,5,7.4,3.52,4.99,5,0.27,1.55,1.188,2.548,4.742,14.884,-0.03,146.10001,14.75,0.014,10.575
0.033,10.5,5,7.3,3.552,4.85,3,0.44,1.489,1.149,2.064,4.251,13.059,0.0,146.10001,14.75,0.014,8.939
0.033,7.0,5,6.5,3.652,4.61,2,0.75,1.179,1.12,1.208,2.754,9.61,0.0,146.10001,14.75,0.014,5.83
0.033,6.2,5,6.2,3.687,4.59,3,0.84,0.986,0.793,0.963,2.302,8.811,-0.04,146.10001,14.75,0.014,5.29
0.033,6.2,5,6.2,3.687,4.59,2,0.85,0.98,0.774,0.961,2.3,8.801,-0.09,146.10001,14.75,0.014,5.29
0.052,12.0,5,7.4,3.524,4.95,5,0.28,1.533,1.163,2.496,4.68,15.524,-0.03,146.10001,14.75,0.027,10.375
0.052,11.8,5,7.4,3.527,4.96,3,0.31,1.549,1.176,2.417,4.589,15.374,-0.11,146.10001,14.75,0.027,10.175
0.052,11.5,5,7.3,3.533,4.94,6,0.34,1.569,1.192,2.324,4.452,15.106,-0.23,146.10001,14.75,0.027,9.907
0.052,11.0,5,7.3,3.542,4.89,3,0.39,1.472,1.129,2.2,4.29,14.615,0.07,146.10001,14.75,0.027,9.407
0.052,8.2,5,6.9,3.61,4.66,7,0.65,1.319,1.153,1.569,3.275,11.89,-0.37,146.10001,14.75,0.027,6.83
0.052,7.4,5,6.5,3.637,4.62,3,0.72,1.245,1.194,1.326,3.04,11.015,0.01,146.10001,14.75,0.027,6.125
0.052,5.3,5,5.6,3.734,4.48,6,0.93,0.748,0.289,0.811,1.843,8.964,-0.11,146.10001,14.75,0.027,4.583
0.052,4.9,5,5.4,3.75,4.41,7,0.95,0.706,0.251,0.761,1.672,8.531,0.15,146.10001,14.75,0.027,4.215
0.052,4.0,5,4.7,3.79,4.35,3,1.2,0.552,0.058,0.595,1.314,7.648,0.12,146.10001,14.75,0.027,3.442
0.071,11.4,5,7.3,3.535,4.93,6,0.35,1.557,1.178,2.311,4.457,15.8,-0.18,146.10001,14.75,0.041,9.807
0.071,10.5,5,7.3,3.552,4.86,7,0.45,1.561,1.199,2.137,4.007,14.833,-0.53,146.10001,14.75,0.041,8.939
0.071,10.1,5,7.2,3.561,4.83,2,0.49,1.42,1.17,2.01,4.016,14.333,0.19,146.10001,14.75,0.041,8.571
0.071,9.1,5,7.1,3.585,4.72,6,0.57,1.427,1.201,1.802,3.633,13.327,-0.35,146.10001,14.75,0.041,7.634
0.071,9.1,5,7.0,3.585,4.77,4,0.58,1.427,1.231,1.79,3.779,13.449,-0.11,146.10001,14.75,0.041,7.666
0.071,8.3,5,6.9,3.607,4.68,6,0.65,1.348,1.21,1.604,3.421,12.595,-0.21,146.10001,14.75,0.041,6.93
0.071,8.1,5,6.7,3.613,4.66,4,0.66,1.33,1.289,1.552,3.209,12.451,0.1,146.10001,14.75,0.041,6.762
0.071,7.5,5,6.5,3.633,4.63,7,0.71,1.219,1.068,1.348,2.949,11.788,-0.38,146.10001,14.75,0.041,6.225
0.071,7.1,5,6.5,3.648,4.64,5,0.75,1.206,1.177,1.259,2.822,11.375,0.1,146.10001,14.75,0.041,5.93
0.071,5.7,5,6.0,3.712,4.53,6,0.88,0.859,0.512,0.881,2.067,9.983,-0.08,146.10001,14.75,0.041,4.92
0.071,5.4,5,5.6,3.728,4.54,2,0.97,0.787,0.377,0.834,1.915,9.771,-0.02,146.10001,14.75,0.041,4.683
0.091,10.7,5,7.3,3.548,4.86,2,0.42,1.426,1.108,2.145,4.216,15.48,0.23,146.10001,14.75,0.054,9.139
0.091,10.7,5,7.3,3.548,4.86,7,0.42,1.579,1.204,2.197,4.09,15.59,-0.51,146.10001,14.75,0.054,9.139
0.091,10.4,5,7.3,3.555,4.84,5,0.46,1.518,1.179,2.086,4.164,15.167,-0.18,146.10001,14.75,0.054,8.839
0.091,10.3,5,7.2,3.557,4.84,2,0.47,1.498,1.176,2.046,4.208,15.147,-0.05,146.10001,14.75,0.054,8.771
0.091,10.2,5,7.2,3.559,4.85,2,0.48,1.498,1.185,2.031,4.154,15.115,-0.09,146.10001,14.75,0.054,8.671
0.091,10.1,5,7.2,3.561,4.83,1,0.49,1.409,1.166,2.016,4.06,15.043,0.26,146.10001,14.75,0.054,8.571
0.091,9.6,5,7.15,3.572,4.78,1,0.54,1.465,1.225,1.893,3.96,14.39,-0.1,146.10001,14.75,0.054,8.103
0.091,9.5,5,7.15,3.575,4.76,2,0.54,1.456,1.238,1.863,3.978,14.442,-0.02,146.10001,14.75,0.054,8.003
0.091,8.4,5,6.9,3.604,4.69,5,0.63,1.357,1.192,1.64,3.417,13.243,-0.32,146.10001,14.75,0.054,7.03
0.091,8.4,5,6.9,3.604,4.7,2,0.64,1.371,1.244,1.638,3.527,13.282,-0.13,146.10001,14.75,0.054,7.03
0.091,7.9,5,6.7,3.62,4.64,6,0.67,1.317,1.241,1.484,3.342,12.701,-0.04,146.10001,14.75,0.054,6.562
0.091,6.8,5,6.4,3.66,4.61,2,0.76,1.149,1.068,1.161,2.68,11.731,0.01,146.10001,14.75,0.054,5.695
0.091,6.4,5,6.3,3.678,4.59,3,0.82,1.056,0.935,1.026,2.455,11.327,0.05,146.10001,14.75,0.054,5.425
0.091,6.2,5,6.2,3.687,4.59,2,0.84,1.005,0.827,0.983,2.341,10.972,0.03,146.10001,14.75,0.054,5.29
0.091,5.8,5,6.0,3.707,4.54,3,0.86,0.921,0.678,0.918,2.126,10.724,0.2,146.10001,14.75,0.054,5.02
0.091,5.6,5,5.8,3.717,4.55,6,0.93,0.827,0.429,0.871,2.031,10.372,-0.17,146.10001,14.75,0.054,4.851
0.091,4.0,5,4.8,3.78,4.24,6,1.12,0.561,0.004,0.645,1.45,8.887,-0.2,146.10001,14.75,0.054,3.41
0.091,3.4,4,4.8,3.78,4.04,6,1.19,0.564,0.016,0.645,1.447,8.232,-0.17,146.10001,14.75,0.054,2.891
0.091,3.5,5,4.7,3.79,4.13,5,1.21,0.536,0.012,0.606,1.345,8.361,-0.12,146.10001,14.75,0.054,2.942
0.091,1.4,3,4.2,3.86,3.78,2,1.94,0.325,0.112,0.318,0.694,6.183,0.15,146.10001,14.75,0.054,1.083
0.091,1.8,5,3.4,3.94,4.22,2,1.95,0.097,0.088,0.113,0.256,6.672,0.08,146.10001,14.75,0.054,1.719
0.091,4.2,5,4.73,3.793,4.26,8,0.88,0.484,-0.1,0.598,1.337,8.999,-0.62,146.10001,14.75,0.054,4.108
0.111,10.2,5,7.2,3.559,4.85,3,0.48,1.447,1.177,2.043,4.037,15.46,0.12,146.10001,14.75,0.066,8.671
0.111,10.1,5,7.2,3.561,4.83,3,0.48,1.436,1.181,2.02,4.025,15.484,0.16,146.10001,14.75,0.066,8.571
0.111,10.1,5,7.2,3.561,4.83,7,0.48,1.51,1.198,2.033,4.047,15.382,-0.25,146.10001,14.75,0.066,8.571
0.111,9.7,5,7.15,3.57,4.79,6,0.53,1.493,1.209,1.952,3.81,14.931,-0.41,146.10001,14.75,0.066,8.203
0.111,9.6,5,7.15,3.572,4.78,3,0.54,1.452,1.235,1.894,3.954,14.838,0.04,146.10001,14.75,0.066,8.103
0.111,9.1,5,7.0,3.585,4.77,7,0.58,1.435,1.197,1.816,3.625,14.447,-0.4,146.10001,14.75,0.066,7.666
0.111,8.7,5,7.0,3.595,4.7,6,0.61,1.394,1.289,1.718,3.559,14.037,0.06,146.10001,14.75,0.066,7.298
0.111,7.7,5,6.7,3.626,4.63,3,0.69,1.288,1.206,1.421,3.213,13.031,-0.1,146.10001,14.75,0.066,6.393
0.111,7.7,5,6.7,3.626,4.63,6,0.69,1.268,1.141,1.418,3.112,12.952,-0.28,146.10001,14.75,0.066,6.393
0.111,7.4,5,6.5,3.637,4.62,7,0.71,1.247,1.169,1.339,3.05,12.62,-0.09,146.10001,14.75,0.066,6.125
0.111,6.2,5,6.2,3.687,4.57,4,0.8,0.994,0.776,0.981,2.345,11.511,-0.12,146.10001,14.75,0.066,5.29
0.111,6.1,5,6.2,3.692,4.55,1,0.83,0.958,0.686,0.957,2.282,11.345,-0.22,146.10001,14.75,0.066,5.19
0.111,5.9,5,6.1,3.701,4.55,7,0.87,0.879,0.478,0.913,2.161,11.172,-0.49,146.10001,14.75,0.066,5.055
0.111,5.5,5,5.8,3.723,4.5,7,0.93,0.765,0.231,0.859,1.986,10.746,-0.59,146.10001,14.75,0.066,4.751
0.111,5.3,5,5.6,3.734,4.48,6,0.93,0.763,0.308,0.827,1.878,10.592,-0.09,146.10001,14.75,0.066,4.583
0.111,5.3,5,5.6,3.734,4.49,5,0.94,0.773,0.342,0.829,1.879,10.495,0.01,146.10001,14.75,0.066,4.583
0.111,4.5,5,5.0,3.78,4.45,2,1.13,0.582,0.046,0.65,1.461,9.788,-0.03,146.10001,14.75,0.066,3.91
0.111,2.5,4,5.8,3.71,3.5,4,1.64,0.897,0.534,0.891,2.082,7.707,-0.03,146.10001,14.75,0.066,1.676
0.111,0.6,3,5.54,3.701,2.33,8,0.74,0.891,0.391,0.905,2.134,5.802,-0.74,146.10001,14.75,0.066,0.375
0.131,9.6,5,7.15,3.572,4.78,7,0.54,1.489,1.212,1.932,3.767,15.261,-0.44,146.10001,14.75,0.079,8.103
0.131,9.5,5,7.1,3.575,4.79,3,0.55,1.417,1.249,1.883,3.871,15.063,0.21,146.10001,14.75,0.079,8.034
0.131,8.6,5,7.0,3.598,4.71,7,0.62,1.371,1.131,1.674,3.385,14.216,-0.64,146.10001,14.75,0.079,7.198
0.131,7.9,5,6.7,3.62,4.68,6,0.68,1.308,1.181,1.494,3.26,13.51,-0.22,146.10001,14.75,0.079,6.593
0.131,7.8,5,6.7,3.623,4.66,6,0.68,1.284,1.142,1.459,3.158,13.431,-0.31,146.10001,14.75,0.079,6.493
0.131,7.0,5,6.5,3.652,4.62,4,0.76,1.2,1.135,1.235,2.812,12.603,0.0,146.10001,14.75,0.079,5.83
0.131,6.8,5,6.4,3.66,4.62,4,0.78,1.152,1.057,1.169,2.699,12.498,-0.04,146.10001,14.75,0.079,5.695
0.131,5.8,5,6.0,3.707,4.55,7,0.88,0.869,0.473,0.907,2.135,11.548,-0.37,146.10001,14.75,0.079,5.02
0.131,5.5,5,5.8,3.723,4.51,6,0.94,0.778,0.274,0.866,1.998,11.106,-0.47,146.10001,14.75,0.079,4.751
0.131,4.7,5,5.3,3.76,4.44,4,1.05,0.642,0.075,0.731,1.621,10.409,-0.21,146.10001,14.75,0.079,4.047
0.131,4.8,5,5.3,3.76,4.46,1,1.08,0.65,0.097,0.731,1.62,10.41,-0.14,146.10001,14.75,0.079,4.147
0.131,4.2,5,4.8,3.79,4.39,3,1.17,0.535,-0.016,0.618,1.377,9.762,-0.23,146.10001,14.75,0.079,3.642
0.131,3.7,5,4.5,3.81,4.34,2,1.31,0.489,-0.002,0.543,1.16,9.344,-0.04,146.10001,14.75,0.079,3.206
0.131,3.3,4,4.8,3.79,4.07,4,1.34,0.566,0.074,0.616,1.36,8.977,0.11,146.10001,14.75,0.079,2.815
0.131,6.2,5,5.75,3.726,4.65,8,0.71,0.75,0.194,0.853,1.965,11.823,-0.67,146.10001,14.75,0.079,5.982
0.151,9.3,5,7.1,3.58,4.74,2,0.56,1.451,1.257,1.843,3.927,15.233,0.02,146.10001,14.75,0.091,7.834
0.151,8.5,5,7.0,3.601,4.68,7,0.62,1.37,1.165,1.685,3.395,14.548,-0.49,146.10001,14.75,0.091,7.098
0.151,8.3,5,6.9,3.607,4.67,7,0.64,1.355,1.189,1.625,3.396,14.291,-0.34,146.10001,14.75,0.091,6.93
0.151,8.2,5,6.9,3.61,4.66,6,0.65,1.363,1.257,1.594,3.497,14.272,-0.08,146.10001,14.75,0.091,6.83
0.151,8.1,5,6.7,3.613,4.66,2,0.65,1.348,1.238,1.563,3.429,14.041,-0.12,146.10001,14.75,0.091,6.762
0.151,8.1,5,6.7,3.613,4.66,4,0.65,1.339,1.206,1.563,3.37,14.12,-0.22,146.10001,14.75,0.091,6.762
0.151,8.1,5,6.7,3.613,4.66,7,0.66,1.304,1.078,1.54,3.186,14.036,-0.65,146.10001,14.75,0.091,6.762
0.151,7.2,5,6.5,3.644,4.62,2,0.73,1.236,1.179,1.299,2.96,13.139,0.01,146.10001,14.75,0.091,5.965
0.151,6.9,5,6.5,3.656,4.58,6,0.75,1.159,1.032,1.199,2.752,12.807,-0.2,146.10001,14.75,0.091,5.73
0.151,6.9,5,6.5,3.656,4.59,2,0.76,1.203,1.187,1.227,2.785,12.931,0.2,146.10001,14.75,0.091,5.73
0.151,6.0,5,6.1,3.697,4.56,3,0.85,0.976,0.77,0.964,2.255,11.949,0.14,146.10001,14.75,0.091,5.155
0.151,5.8,5,6.0,3.707,4.56,5,0.9,0.886,0.525,0.915,2.151,11.687,-0.23,146.10001,14.75,0.091,5.02
0.151,5.7,5,6.0,3.712,4.55,7,0.92,0.812,0.281,0.891,2.097,11.767,-0.8,146.10001,14.75,0.091,4.92
0.151,5.4,5,5.6,3.728,4.54,3,0.96,0.798,0.375,0.855,1.96,11.404,-0.06,146.10001,14.75,0.091,4.683
0.151,4.6,5,5.1,3.77,4.42,5,1.06,0.622,0.076,0.699,1.559,10.59,-0.09,146.10001,14.75,0.091,3.979
0.151,4.1,5,4.8,3.78,4.33,5,1.14,0.57,0.003,0.661,1.486,10.095,-0.24,146.10001,14.75,0.091,3.51
0.151,2.9,5,4.2,3.83,4.15,3,1.46,0.43,0.021,0.473,0.952,8.95,0.05,146.10001,14.75,0.091,2.469
0.151,2.4,5,3.8,3.87,4.15,2,1.65,0.319,0.088,0.326,0.699,8.289,0.03,146.10001,14.75,0.091,2.097
0.171,8.9,5,7.0,3.59,4.72,3,0.6,1.418,1.285,1.775,3.672,15.181,0.07,146.10001,14.75,0.102,7.466
0.171,8.7,5,7.0,3.595,4.7,5,0.61,1.417,1.271,1.729,3.723,15.06,-0.06,146.10001,14.75,0.102,7.298
0.171,8.6,5,7.0,3.598,4.7,4,0.61,1.412,1.286,1.706,3.715,14.939,-0.01,146.10001,14.75,0.102,7.198
0.171,8.0,5,6.7,3.616,4.66,5,0.67,1.324,1.183,1.536,3.303,14.361,-0.27,146.10001,14.75,0.102,6.662
0.171,7.7,5,6.7,3.626,4.64,3,0.7,1.31,1.275,1.445,3.152,13.97,0.07,146.10001,14.75,0.102,6.393
0.171,7.6,5,6.5,3.63,4.65,2,0.7,1.295,1.23,1.408,3.232,13.939,-0.02,146.10001,14.75,0.102,6.325
0.171,7.6,5,6.5,3.63,4.65,5,0.7,1.298,1.275,1.418,3.06,13.921,0.11,146.10001,14.75,0.102,6.325
0.171,7.4,5,6.5,3.637,4.61,7,0.7,1.237,1.11,1.348,3.01,13.704,-0.27,146.10001,14.75,0.102,6.125
0.171,7.2,5,6.5,3.644,4.61,4,0.71,1.243,1.217,1.313,2.918,13.509,0.12,146.10001,14.75,0.102,5.965
0.171,7.4,5,6.5,3.637,4.62,4,0.72,1.269,1.224,1.36,3.068,13.641,0.04,146.10001,14.75,0.102,6.125
0.171,6.9,5,6.4,3.656,4.62,7,0.77,1.178,1.084,1.21,2.771,13.165,-0.07,146.10001,14.75,0.102,5.795
0.171,6.5,5,6.3,3.673,4.57,2,0.78,1.094,0.973,1.075,2.553,12.856,0.01,146.10001,14.75,0.102,5.46
0.171,6.4,5,6.3,3.678,4.58,5,0.81,1.06,0.905,1.039,2.491,12.757,-0.07,146.10001,14.75,0.102,5.425
0.171,6.2,5,6.2,3.687,4.58,3,0.82,1.032,0.883,1.014,2.389,12.422,0.14,146.10001,14.75,0.102,5.29
0.171,5.7,5,6.0,3.712,4.52,3,0.86,0.882,0.539,0.906,2.123,11.899,-0.05,146.10001,14.75,0.102,4.92
0.171,5.6,5,5.8,3.717,4.53,1,0.88,0.86,0.502,0.892,2.078,11.942,0.0,146.10001,14.75,0.102,4.851
0.171,5.2,5,5.6,3.74,4.48,6,0.94,0.756,0.291,0.825,1.849,11.462,-0.01,146.10001,14.75,0.102,4.483
0.171,4.7,5,5.3,3.76,4.41,6,0.99,0.659,0.107,0.741,1.64,10.935,-0.13,146.10001,14.75,0.102,4.047
0.171,4.5,5,5.0,3.76,4.35,6,1.03,0.663,0.121,0.741,1.638,10.773,-0.08,146.10001,14.75,0.102,3.847
0.171,4.8,5,5.3,3.76,4.44,4,1.04,0.669,0.137,0.741,1.638,11.122,-0.03,146.10001,14.75,0.102,4.147
0.171,4.4,5,5.0,3.77,4.36,7,1.04,0.609,0.035,0.703,1.572,10.72,-0.25,146.10001,14.75,0.102,3.779
0.171,4.3,5,5.0,3.77,4.32,6,1.08,0.596,0.0,0.703,1.575,10.558,-0.37,146.10001,14.75,0.102,3.679
0.171,3.9,5,4.8,3.78,4.22,5,1.17,0.615,0.114,0.665,1.48,10.096,0.16,146.10001,14.75,0.102,3.31
0.171,3.4,3,5.6,3.69,3.57,7,1.17,0.987,0.658,0.96,2.308,9.709,-0.28,146.10001,14.75,0.102,2.482
0.171,3.9,5,4.6,3.8,4.35,4,1.21,0.518,-0.005,0.589,1.291,10.076,-0.14,146.10001,14.75,0.102,3.374
0.171,3.8,5,4.5,3.81,4.35,1,1.28,0.501,0.013,0.552,1.178,10.107,0.01,146.10001,14.75,0.102,3.306
0.171,3.3,4,4.8,3.79,4.06,4,1.31,0.557,0.04,0.626,1.385,9.561,-0.06,146.10001,14.75,0.102,2.815
0.171,3.5,5,4.4,3.82,4.3,2,1.34,0.481,0.036,0.516,1.065,9.774,0.15,146.10001,14.75,0.102,3.038
0.171,2.7,5,3.9,3.86,4.21,2,1.57,0.346,0.049,0.358,0.774,8.933,-0.05,146.10001,14.75,0.102,2.365
0.171,2.4,4,4.5,3.83,3.98,3,1.59,0.42,0.007,0.479,0.976,8.58,-0.17,146.10001,14.75,0.102,2.011
0.171,2.4,4,4.6,3.79,3.79,4,1.59,0.555,0.058,0.626,1.379,8.702,-0.04,146.10001,14.75,0.102,1.915
0.171,0.5,4,3.2,3.98,3.88,2,2.58,0.012,0.006,0.009,0.074,6.844,0.06,146.10001,14.75,0.102,0.472
0.171,6.8,5,6.21,3.695,4.68,8,0.66,0.913,0.53,0.95,2.261,13.107,-0.61,146.10001,14.75,0.102,6.469
0.171,6.2,5,5.75,3.726,4.65,8,0.71,0.741,0.13,0.859,1.986,12.521,-0.91,146.10001,14.75,0.102,5.982
0.191,8.6,5,7.0,3.598,4.71,2,0.62,1.41,1.262,1.713,3.664,15.051,-0.12,146.10001,14.75,0.114,7.198
0.191,8.5,5,6.9,3.601,4.7,2,0.63,1.406,1.286,1.688,3.672,15.052,-0.04,146.10001,14.75,0.114,7.13
0.191,8.5,5,6.9,3.601,4.7,5,0.63,1.389,1.327,1.698,3.408,15.035,0.12,146.10001,14.75,0.114,7.13
0.191,8.4,5,6.9,3.604,4.69,3,0.63,1.386,1.245,1.663,3.55,14.99,-0.18,146.10001,14.75,0.114,7.03
0.191,8.4,5,6.9,3.604,4.69,5,0.63,1.384,1.238,1.663,3.535,14.824,-0.21,146.10001,14.75,0.114,7.03
0.191,8.4,5,6.9,3.604,4.7,7,0.64,1.367,1.172,1.666,3.4,15.01,-0.45,146.10001,14.75,0.114,7.03
0.191,8.0,5,6.7,3.616,4.66,7,0.67,1.31,1.123,1.54,3.202,14.608,-0.47,146.10001,14.75,0.114,6.662
0.191,7.8,5,6.7,3.623,4.66,5,0.69,1.323,1.31,1.487,3.158,14.264,0.17,146.10001,14.75,0.114,6.493
0.191,7.5,5,6.5,3.633,4.63,1,0.71,1.275,1.189,1.384,3.142,14.109,-0.11,146.10001,14.75,0.114,6.225
0.191,7.5,5,6.5,3.633,4.63,7,0.71,1.233,1.056,1.376,2.975,14.023,-0.47,146.10001,14.75,0.114,6.225
0.191,7.2,5,6.5,3.644,4.62,7,0.73,1.195,1.028,1.293,2.89,13.802,-0.41,146.10001,14.75,0.114,5.965
0.191,6.9,5,6.4,3.656,4.6,5,0.74,1.17,1.049,1.21,2.774,13.406,-0.17,146.10001,14.75,0.114,5.795
0.191,7.1,5,6.5,3.648,4.64,7,0.75,1.207,1.099,1.273,2.89,13.618,-0.17,146.10001,14.75,0.114,5.93
0.191,6.3,5,6.3,3.682,4.55,3,0.8,1.049,0.89,1.027,2.449,12.751,0.02,146.10001,14.75,0.114,5.325
0.191,6.1,5,6.1,3.692,4.59,7,0.87,0.992,0.765,0.983,2.333,12.627,-0.03,146.10001,14.75,0.114,5.255
0.191,5.8,5,6.0,3.707,4.55,6,0.89,0.899,0.548,0.924,2.172,12.256,-0.18,146.10001,14.75,0.114,5.02
