# Bulbe : BC95, IMF x= 1.35 Y=0.28 Z=0.02 Age 10.0 Gyr
Dist,Mv,CL,Typ,LTef,logg,Age,Mass,B-V,U-B,V-I,V-K,V,[Fe/H],l,b,Av,Mbol
0.016,11.2,5,7.3,3.539,4.9,7,0.37,1.582,1.202,2.251,4.254,12.206,-0.41,151.92999,-18.39,0.0,9.607
0.033,12.3,5,7.5,3.518,4.98,7,0.26,1.63,1.281,2.507,4.681,14.838,-0.32,151.92999,-18.39,0.014,10.644
0.033,10.8,5,7.3,3.546,4.89,5,0.42,1.447,1.117,2.149,4.161,13.308,0.12,151.92999,-18.39,0.014,9.239
0.033,9.7,5,7.15,3.57,4.78,7,0.52,1.475,1.196,1.928,3.773,12.254,-0.4,151.92999,-18.39,0.014,8.203
0.052,11.3,5,7.3,3.537,4.92,4,0.36,1.544,1.165,2.281,4.425,14.881,-0.15,151.92999,-18.39,0.028,9.707
0.071,11.2,5,7.3,3.539,4.9,4,0.37,1.517,1.136,2.256,4.47,15.422,-0.01,151.92999,-18.39,0.042,9.607
0.071,11.0,5,7.3,3.542,4.9,4,0.4,1.522,1.138,2.19,4.399,15.303,-0.03,151.92999,-18.39,0.042,9.407
0.071,10.9,5,7.3,3.544,4.87,1,0.41,1.539,1.155,2.18,4.305,15.284,-0.16,151.92999,-18.39,0.042,9.307
0.071,10.6,5,7.3,3.55,4.88,2,0.44,1.474,1.146,2.11,4.192,15.006,0.06,151.92999,-18.39,0.042,9.039
0.071,10.5,5,7.3,3.552,4.86,1,0.45,1.482,1.154,2.083,4.213,14.725,0.04,151.92999,-18.39,0.042,8.939
0.071,10.1,5,7.2,3.561,4.83,2,0.49,1.444,1.182,2.008,3.998,14.5,0.09,151.92999,-18.39,0.042,8.571
0.071,10.1,5,7.2,3.561,4.83,6,0.49,1.439,1.182,2.01,3.98,14.351,0.1,151.92999,-18.39,0.042,8.571
0.071,7.8,5,6.7,3.623,4.66,1,0.69,1.284,1.171,1.445,3.188,12.107,-0.2,151.92999,-18.39,0.042,6.493
0.071,6.0,5,6.2,3.697,4.53,6,0.84,0.889,0.494,0.916,2.186,10.265,-0.59,151.92999,-18.39,0.042,5.09
0.071,4.2,5,4.8,3.78,4.36,5,1.12,0.56,0.006,0.64,1.441,8.498,-0.17,151.92999,-18.39,0.042,3.61
0.091,10.3,5,7.2,3.557,4.82,4,0.47,1.5,1.177,2.049,4.197,15.068,-0.07,151.92999,-18.39,0.056,8.739
0.091,10.2,5,7.2,3.559,4.85,3,0.48,1.466,1.179,2.031,4.101,15.071,0.06,151.92999,-18.39,0.056,8.671
0.091,9.9,5,7.2,3.565,4.78,3,0.5,1.475,1.205,1.955,4.112,14.756,-0.01,151.92999,-18.39,0.056,8.371
0.091,9.6,5,7.15,3.572,4.77,3,0.53,1.441,1.234,1.892,3.9,14.382,0.07,151.92999,-18.39,0.056,8.103
0.091,9.2,5,7.1,3.582,4.74,3,0.57,1.436,1.251,1.809,3.878,14.064,0.01,151.92999,-18.39,0.056,7.734
0.091,8.5,5,7.0,3.601,4.68,7,0.62,1.365,1.181,1.669,3.417,13.28,-0.4,151.92999,-18.39,0.056,7.098
0.091,7.0,5,6.5,3.652,4.6,7,0.73,1.144,0.975,1.209,2.757,11.765,-0.41,151.92999,-18.39,0.056,5.83
0.091,6.0,5,6.1,3.697,4.57,5,0.87,0.944,0.683,0.935,2.219,10.944,-0.07,151.92999,-18.39,0.056,5.155
0.091,5.0,5,5.5,3.74,4.39,7,0.92,0.676,0.072,0.804,1.806,9.917,-0.67,151.92999,-18.39,0.056,4.283
0.091,4.3,5,5.0,3.77,4.33,5,1.1,0.619,0.092,0.684,1.524,9.139,0.0,151.92999,-18.39,0.056,3.679
0.091,2.9,4,4.7,3.8,4.0,4,1.45,0.515,0.033,0.568,1.236,7.843,0.02,151.92999,-18.39,0.056,2.439
0.111,10.1,5,7.2,3.561,4.83,1,0.49,1.492,1.193,2.009,4.169,15.484,-0.04,151.92999,-18.39,0.069,8.571
0.111,9.8,5,7.2,3.568,4.77,3,0.51,1.463,1.218,1.941,4.038,15.187,0.03,151.92999,-18.39,0.069,8.271
0.111,9.7,5,7.15,3.57,4.78,5,0.52,1.465,1.226,1.916,4.037,15.094,0.02,151.92999,-18.39,0.069,8.203
0.111,9.7,5,7.15,3.57,4.79,6,0.53,1.485,1.215,1.939,3.904,14.955,-0.26,151.92999,-18.39,0.069,8.203
0.111,9.6,5,7.15,3.572,4.78,2,0.54,1.434,1.238,1.902,3.846,14.922,0.1,151.92999,-18.39,0.069,8.103
0.111,9.5,5,7.15,3.575,4.76,3,0.54,1.456,1.244,1.87,3.97,14.87,0.02,151.92999,-18.39,0.069,8.003
0.111,9.5,5,7.15,3.575,4.76,7,0.54,1.48,1.194,1.882,3.666,14.802,-0.59,151.92999,-18.39,0.069,8.003
0.111,9.0,5,7.0,3.587,4.75,3,0.59,1.43,1.258,1.776,3.835,14.233,-0.01,151.92999,-18.39,0.069,7.566
0.111,8.9,5,7.0,3.59,4.72,2,0.59,1.422,1.258,1.757,3.778,14.228,-0.04,151.92999,-18.39,0.069,7.466
0.111,8.9,5,7.0,3.59,4.72,2,0.6,1.388,1.299,1.764,3.605,14.253,0.23,151.92999,-18.39,0.069,7.466
0.111,8.7,5,7.0,3.595,4.7,7,0.61,1.391,1.183,1.725,3.483,13.923,-0.43,151.92999,-18.39,0.069,7.298
0.111,8.6,5,7.0,3.598,4.71,7,0.62,1.382,1.189,1.7,3.477,13.86,-0.38,151.92999,-18.39,0.069,7.198
0.111,8.5,5,7.0,3.601,4.68,6,0.63,1.376,1.213,1.673,3.491,13.698,-0.29,151.92999,-18.39,0.069,7.098
0.111,8.4,5,6.9,3.604,4.7,3,0.64,1.376,1.294,1.648,3.48,13.761,0.05,151.92999,-18.39,0.069,7.03
0.111,6.9,5,6.5,3.656,4.59,2,0.76,1.176,1.107,1.2,2.747,12.104,0.01,151.92999,-18.39,0.069,5.73
0.111,6.7,5,6.4,3.664,4.58,6,0.77,1.114,0.983,1.126,2.63,11.95,-0.14,151.92999,-18.39,0.069,5.595
0.111,6.5,5,6.3,3.673,4.58,3,0.81,1.069,0.92,1.057,2.517,11.745,-0.11,151.92999,-18.39,0.069,5.46
0.111,4.3,5,5.0,3.76,4.26,7,1.02,0.617,0.017,0.727,1.613,9.538,-0.4,151.92999,-18.39,0.069,3.647
