# Bulbe : BC95, IMF x= 1.35 Y=0.28 Z=0.02 Age 10.0 Gyr
Dist,Mv,CL,Typ,LTef,logg,Age,Mass,B-V,U-B,V-I,V-K,V,[Fe/H],l,b,Av,Mbol
0.033,13.4,5,7.6,3.499,5.04,3,0.19,1.578,1.388,2.866,5.418,16.076,0.22,300.13,-19.2,0.014,11.68
0.033,11.6,5,7.3,3.531,4.95,3,0.33,1.517,1.143,2.373,4.556,14.132,-0.02,300.13,-19.2,0.014,10.007
0.033,7.9,5,6.7,3.62,4.67,3,0.67,1.302,1.282,1.479,3.105,10.537,0.14,300.13,-19.2,0.014,6.593
0.052,11.4,5,7.3,3.535,4.93,7,0.35,1.56,1.182,2.304,4.431,14.909,-0.21,300.13,-19.2,0.028,9.807
0.052,11.3,5,7.3,3.537,4.92,1,0.36,1.507,1.137,2.287,4.485,14.897,0.01,300.13,-19.2,0.028,9.707
0.052,11.3,5,7.3,3.537,4.92,4,0.36,1.457,1.164,2.31,4.438,14.816,0.09,300.13,-19.2,0.028,9.707
0.052,10.3,5,7.2,3.557,4.81,2,0.46,1.494,1.172,2.042,4.157,13.96,-0.1,300.13,-19.2,0.028,8.739
0.052,10.0,5,7.2,3.563,4.81,7,0.5,1.479,1.19,1.977,4.062,13.644,-0.11,300.13,-19.2,0.028,8.471
0.052,9.6,5,7.15,3.572,4.77,6,0.53,1.456,1.22,1.881,3.947,13.275,-0.08,300.13,-19.2,0.028,8.103
0.052,8.3,5,6.9,3.607,4.68,1,0.65,1.358,1.259,1.598,3.513,11.872,-0.03,300.13,-19.2,0.028,6.93
0.052,4.1,5,4.8,3.78,4.33,4,1.15,0.575,0.054,0.634,1.422,7.647,0.02,300.13,-19.2,0.028,3.51
0.052,3.4,5,4.4,3.82,4.3,3,1.35,0.44,-0.021,0.488,1.013,6.922,-0.04,300.13,-19.2,0.028,2.938
0.071,11.4,5,7.3,3.535,4.92,2,0.34,1.454,1.179,2.351,4.511,15.789,0.11,300.13,-19.2,0.042,9.807
0.071,11.3,5,7.3,3.537,4.91,5,0.35,1.559,1.179,2.286,4.414,15.685,-0.2,300.13,-19.2,0.042,9.707
0.071,11.3,5,7.3,3.537,4.93,2,0.37,1.552,1.172,2.287,4.432,15.643,-0.16,300.13,-19.2,0.042,9.707
0.071,10.9,5,7.3,3.544,4.86,2,0.4,1.518,1.134,2.156,4.373,15.308,-0.02,300.13,-19.2,0.042,9.307
0.071,10.9,5,7.3,3.544,4.86,6,0.4,1.57,1.184,2.216,4.206,15.253,-0.37,300.13,-19.2,0.042,9.307
0.071,10.6,5,7.3,3.55,4.88,2,0.44,1.438,1.127,2.12,4.149,14.84,0.17,300.13,-19.2,0.042,9.039
0.071,10.4,5,7.3,3.555,4.84,6,0.46,1.541,1.194,2.114,4.028,14.753,-0.42,300.13,-19.2,0.042,8.839
0.071,10.2,5,7.2,3.559,4.85,1,0.48,1.496,1.182,2.029,4.133,14.466,-0.11,300.13,-19.2,0.042,8.671
0.071,9.1,5,7.0,3.585,4.77,5,0.58,1.427,1.19,1.806,3.601,13.494,-0.41,300.13,-19.2,0.042,7.666
0.071,8.3,5,6.9,3.607,4.68,4,0.65,1.352,1.224,1.604,3.448,12.655,-0.17,300.13,-19.2,0.042,6.93
0.071,6.9,5,6.4,3.656,4.62,6,0.77,1.169,1.116,1.194,2.729,11.119,0.06,300.13,-19.2,0.042,5.795
0.071,6.6,5,6.3,3.669,4.6,5,0.79,1.085,0.952,1.082,2.552,10.848,-0.11,300.13,-19.2,0.042,5.56
0.071,5.6,5,5.8,3.717,4.55,5,0.93,0.848,0.519,0.876,2.025,9.856,0.08,300.13,-19.2,0.042,4.851
0.071,2.6,4,4.7,3.81,3.95,4,1.52,0.485,0.043,0.521,1.109,6.811,0.12,300.13,-19.2,0.042,2.163
0.091,10.8,5,7.3,3.546,4.86,6,0.41,1.54,1.163,2.169,4.284,15.561,-0.18,300.13,-19.2,0.056,9.207
0.091,10.6,5,7.3,3.55,4.88,3,0.44,1.51,1.156,2.104,4.311,15.549,-0.01,300.13,-19.2,0.056,9.039
0.091,10.3,5,7.2,3.557,4.84,4,0.47,1.502,1.178,2.051,4.194,15.218,-0.08,300.13,-19.2,0.056,8.771
0.091,10.3,5,7.2,3.557,4.82,3,0.47,1.465,1.17,2.053,4.121,15.23,0.06,300.13,-19.2,0.056,8.739
0.091,9.4,5,7.1,3.577,4.76,3,0.55,1.456,1.225,1.859,3.84,14.306,-0.19,300.13,-19.2,0.056,7.934
0.091,9.4,5,7.1,3.577,4.76,6,0.55,1.417,1.25,1.855,3.775,14.294,0.13,300.13,-19.2,0.056,7.934
0.091,8.2,5,6.7,3.61,4.69,5,0.66,1.352,1.245,1.58,3.469,13.144,-0.07,300.13,-19.2,0.056,6.862
0.091,7.5,5,6.5,3.633,4.62,6,0.7,1.238,1.117,1.356,3.018,12.255,-0.26,300.13,-19.2,0.056,6.225
0.091,4.8,5,5.3,3.75,4.39,6,0.98,0.693,0.189,0.764,1.7,9.573,-0.05,300.13,-19.2,0.056,4.115
0.111,10.1,5,7.2,3.561,4.83,2,0.49,1.449,1.189,2.022,4.006,15.48,0.1,300.13,-19.2,0.07,8.571
0.111,10.0,5,7.2,3.563,4.81,4,0.5,1.44,1.195,1.999,3.988,15.285,0.13,300.13,-19.2,0.07,8.471
0.111,9.9,5,7.2,3.565,4.79,7,0.51,1.498,1.207,1.987,3.981,15.173,-0.25,300.13,-19.2,0.07,8.371
0.111,9.6,5,7.15,3.572,4.78,2,0.54,1.409,1.235,1.902,3.92,14.937,0.25,300.13,-19.2,0.07,8.103
0.111,9.4,5,7.1,3.577,4.77,7,0.56,1.462,1.223,1.869,3.817,14.784,-0.25,300.13,-19.2,0.07,7.934
0.111,9.2,5,7.1,3.582,4.73,3,0.56,1.443,1.254,1.814,3.905,14.398,0.0,300.13,-19.2,0.07,7.734
0.111,9.1,5,7.0,3.585,4.77,7,0.58,1.436,1.184,1.822,3.57,14.434,-0.5,300.13,-19.2,0.07,7.666
0.111,8.9,5,7.0,3.59,4.72,3,0.59,1.4,1.282,1.765,3.566,14.211,0.1,300.13,-19.2,0.07,7.466
0.111,8.9,5,7.0,3.59,4.72,6,0.59,1.417,1.271,1.758,3.736,14.292,0.03,300.13,-19.2,0.07,7.466
0.111,8.9,5,7.0,3.59,4.72,7,0.59,1.416,1.202,1.77,3.591,14.175,-0.36,300.13,-19.2,0.07,7.466
0.111,8.9,5,7.0,3.59,4.72,1,0.6,1.423,1.267,1.756,3.798,14.292,0.0,300.13,-19.2,0.07,7.466
0.111,6.6,5,6.3,3.669,4.59,2,0.77,1.107,0.997,1.098,2.582,11.932,-0.01,300.13,-19.2,0.07,5.56
0.111,6.7,5,6.4,3.664,4.59,2,0.78,1.132,1.045,1.135,2.641,12.004,0.03,300.13,-19.2,0.07,5.595
0.111,6.4,5,6.3,3.678,4.55,1,0.78,1.086,1.032,1.047,2.481,11.69,0.28,300.13,-19.2,0.07,5.36
0.111,6.4,5,6.3,3.678,4.55,4,0.78,1.071,0.974,1.04,2.473,11.759,0.13,300.13,-19.2,0.07,5.36
0.111,5.5,5,5.8,3.723,4.5,2,0.93,0.797,0.346,0.862,1.994,10.762,-0.26,300.13,-19.2,0.07,4.751
0.111,5.3,5,5.6,3.734,4.5,4,0.96,0.798,0.409,0.839,1.882,10.503,0.18,300.13,-19.2,0.07,4.583
0.111,5.1,5,5.5,3.745,4.49,2,1.01,0.732,0.278,0.798,1.76,10.491,0.1,300.13,-19.2,0.07,4.415
0.111,4.6,5,5.1,3.77,4.44,1,1.11,0.615,0.07,0.69,1.541,9.864,-0.09,300.13,-19.2,0.07,3.979
0.111,-1.1,3,2.8,4.08,3.69,1,3.96,-0.094,-0.349,-0.065,-0.231,4.133,0.05,300.13,-19.2,0.07,-0.991
0.111,10.0,5,7.04,3.583,4.95,8,0.37,1.442,1.182,2.029,3.619,15.208,-0.45,300.13,-19.2,0.07,8.867
0.131,9.2,5,7.1,3.582,4.74,6,0.57,1.45,1.213,1.841,3.701,14.877,-0.35,300.13,-19.2,0.084,7.734
0.131,9.1,5,7.0,3.585,4.77,7,0.58,1.439,1.18,1.816,3.572,14.728,-0.55,300.13,-19.2,0.084,7.666
0.131,7.9,5,6.7,3.62,4.68,5,0.68,1.29,1.115,1.495,3.151,13.6,-0.42,300.13,-19.2,0.084,6.593
0.131,7.1,5,6.5,3.648,4.59,6,0.73,1.155,0.956,1.245,2.805,12.84,-0.53,300.13,-19.2,0.084,5.865
0.131,6.6,5,6.4,3.669,4.56,7,0.76,1.057,0.836,1.084,2.571,12.172,-0.45,300.13,-19.2,0.084,5.495
0.131,6.7,5,6.4,3.664,4.59,2,0.79,1.151,1.104,1.155,2.665,12.428,0.17,300.13,-19.2,0.084,5.595
0.131,6.5,5,6.3,3.673,4.57,5,0.79,1.067,0.905,1.06,2.528,12.235,-0.17,300.13,-19.2,0.084,5.46
0.131,6.4,5,6.3,3.678,4.58,2,0.81,1.064,0.934,1.036,2.479,12.078,0.02,300.13,-19.2,0.084,5.425
0.131,6.3,5,6.3,3.682,4.56,7,0.83,0.998,0.75,1.0,2.407,12.033,-0.34,300.13,-19.2,0.084,5.325
0.131,6.0,5,6.1,3.697,4.58,1,0.88,0.954,0.697,0.948,2.245,11.736,-0.05,300.13,-19.2,0.084,5.155
0.131,5.0,5,5.5,3.76,4.48,5,1.0,0.647,0.083,0.733,1.626,10.572,-0.19,300.13,-19.2,0.084,4.347
0.131,4.4,5,5.0,3.77,4.38,5,1.08,0.622,0.081,0.696,1.552,9.994,-0.06,300.13,-19.2,0.084,3.779
0.131,4.1,5,4.8,3.78,4.33,5,1.13,0.585,0.046,0.657,1.475,9.816,-0.06,300.13,-19.2,0.084,3.51
0.131,4.3,5,5.0,3.78,4.41,4,1.14,0.599,0.083,0.657,1.468,9.923,0.08,300.13,-19.2,0.084,3.71
0.131,0.5,3,6.1,3.67,2.52,3,1.83,1.175,1.079,1.044,2.522,6.266,0.07,300.13,-19.2,0.084,-0.511
0.131,8.8,5,6.84,3.611,4.82,8,0.5,1.286,0.967,1.635,3.137,14.367,-1.04,300.13,-19.2,0.084,7.951
0.131,3.6,4,4.69,3.777,3.97,8,0.92,0.544,-0.065,0.669,1.515,9.348,-0.57,300.13,-19.2,0.084,3.507
0.151,9.1,5,7.0,3.585,4.77,2,0.58,1.445,1.257,1.809,3.88,15.088,-0.03,300.13,-19.2,0.097,7.666
0.151,8.9,5,7.0,3.59,4.72,7,0.6,1.424,1.202,1.783,3.593,14.974,-0.4,300.13,-19.2,0.097,7.466
0.151,8.7,5,7.0,3.595,4.7,1,0.61,1.414,1.259,1.728,3.69,14.744,-0.11,300.13,-19.2,0.097,7.298
0.151,8.1,5,6.7,3.613,4.66,3,0.66,1.354,1.291,1.571,3.37,14.159,0.05,300.13,-19.2,0.097,6.762
0.151,7.6,5,6.5,3.63,4.66,3,0.71,1.296,1.282,1.417,3.059,13.674,0.14,300.13,-19.2,0.097,6.325
0.151,6.6,5,6.3,3.669,4.59,1,0.77,1.108,0.982,1.106,2.603,12.645,-0.07,300.13,-19.2,0.097,5.56
0.151,6.4,5,6.3,3.678,4.58,4,0.81,1.066,0.926,1.039,2.489,12.403,-0.01,300.13,-19.2,0.097,5.425
0.151,5.3,5,5.6,3.734,4.49,5,0.95,0.786,0.364,0.845,1.906,11.195,0.05,300.13,-19.2,0.097,4.583
0.151,5.3,5,5.6,3.734,4.5,3,0.96,0.801,0.405,0.85,1.906,11.28,0.15,300.13,-19.2,0.097,4.583
