# Bulbe : BC95, IMF x= 1.35 Y=0.28 Z=0.02 Age 10.0 Gyr
Dist,Mv,CL,Typ,LTef,logg,Age,Mass,B-V,U-B,V-I,V-K,V,[Fe/H],l,b,Av,Mbol
0.033,11.6,5,7.4,3.531,4.92,2,0.33,1.46,1.178,2.397,4.591,14.165,0.07,246.47,8.62,0.014,9.975
0.052,12.6,5,7.5,3.513,5.01,2,0.24,1.582,1.231,2.672,4.903,16.135,-0.01,246.47,8.62,0.027,10.944
0.052,12.4,5,7.5,3.516,4.98,2,0.25,1.466,1.273,2.638,5.023,16.012,0.17,246.47,8.62,0.027,10.744
0.052,12.4,5,7.5,3.516,4.98,4,0.25,1.462,1.27,2.637,5.042,15.941,0.2,246.47,8.62,0.027,10.744
0.052,12.2,5,7.4,3.52,4.99,5,0.27,1.471,1.24,2.582,4.876,15.763,0.08,246.47,8.62,0.027,10.575
0.052,9.7,5,7.15,3.57,4.79,3,0.53,1.419,1.216,1.91,3.854,13.228,0.13,246.47,8.62,0.027,8.203
0.052,9.5,5,7.15,3.575,4.76,6,0.54,1.46,1.206,1.879,3.742,13.143,-0.35,246.47,8.62,0.027,8.003
0.052,8.4,5,6.9,3.604,4.7,4,0.64,1.353,1.312,1.636,3.301,11.925,0.15,246.47,8.62,0.027,7.03
0.052,8.3,5,6.9,3.607,4.68,3,0.65,1.353,1.241,1.598,3.476,11.83,-0.1,246.47,8.62,0.027,6.93
0.052,8.0,5,6.7,3.616,4.65,7,0.66,1.288,1.123,1.504,3.163,11.535,-0.4,246.47,8.62,0.027,6.662
0.071,10.3,5,7.2,3.557,4.81,4,0.46,1.502,1.177,2.052,4.151,14.548,-0.13,246.47,8.62,0.041,8.739
0.071,9.3,5,7.1,3.58,4.74,5,0.56,1.409,1.253,1.831,3.716,13.52,0.12,246.47,8.62,0.041,7.834
0.071,8.5,5,7.0,3.601,4.68,7,0.62,1.364,1.192,1.663,3.437,12.72,-0.34,246.47,8.62,0.041,7.098
0.071,8.3,5,6.9,3.607,4.68,5,0.65,1.348,1.308,1.613,3.276,12.591,0.13,246.47,8.62,0.041,6.93
0.071,6.3,5,6.3,3.682,4.55,5,0.8,0.989,0.754,0.984,2.37,10.677,-0.3,246.47,8.62,0.041,5.325
0.071,5.9,5,6.1,3.701,4.55,5,0.86,0.91,0.613,0.91,2.153,10.255,-0.1,246.47,8.62,0.041,5.055
0.071,4.4,5,5.0,3.76,4.3,7,1.01,0.595,-0.03,0.716,1.592,8.708,-0.54,246.47,8.62,0.041,3.747
0.071,4.3,5,5.0,3.78,4.4,4,1.12,0.582,0.063,0.64,1.432,8.525,0.05,246.47,8.62,0.041,3.71
0.071,3.5,5,4.7,3.79,4.12,5,1.2,0.546,0.042,0.6,1.329,7.803,0.02,246.47,8.62,0.041,2.942
