# Bulbe : BC95, IMF x= 1.35 Y=0.28 Z=0.02 Age 10.0 Gyr
Dist,Mv,CL,Typ,LTef,logg,Age,Mass,B-V,U-B,V-I,V-K,V,[Fe/H],l,b,Av,Mbol
0.016,8.4,5,6.9,3.604,4.69,2,0.63,1.344,1.315,1.625,3.287,9.47,0.18,135.14,73.47,0.0,7.03
0.033,13.8,5,7.65,3.492,5.05,6,0.17,1.677,1.405,3.002,5.445,16.451,0.03,135.14,73.47,0.013,12.048
0.033,8.2,5,6.7,3.61,4.69,6,0.66,1.337,1.271,1.567,3.336,10.722,0.05,135.14,73.47,0.013,6.862
0.052,11.4,5,7.3,3.535,4.92,6,0.34,1.428,1.158,2.35,4.54,15.089,0.18,135.14,73.47,0.026,9.807
0.052,9.8,5,7.15,3.568,4.81,3,0.52,1.452,1.205,1.923,4.012,13.481,0.03,135.14,73.47,0.026,8.303
0.052,9.5,5,7.15,3.575,4.76,6,0.54,1.447,1.231,1.852,3.953,13.083,-0.02,135.14,73.47,0.026,8.003
0.052,9.0,5,7.0,3.587,4.75,5,0.59,1.414,1.22,1.766,3.694,12.671,-0.18,135.14,73.47,0.026,7.566
0.052,8.2,5,6.7,3.631,4.77,8,0.56,1.182,0.896,1.371,2.843,11.742,-0.88,135.14,73.47,0.026,7.513
0.052,5.2,5,5.04,3.771,4.52,8,0.81,0.517,-0.174,0.67,1.523,8.879,-1.1,135.14,73.47,0.026,5.084
0.071,11.3,5,7.3,3.537,4.92,6,0.36,1.533,1.154,2.286,4.461,15.599,-0.09,135.14,73.47,0.037,9.707
0.071,10.7,5,7.3,3.548,4.87,3,0.43,1.504,1.142,2.113,4.322,15.1,0.0,135.14,73.47,0.037,9.139
0.071,10.1,5,7.2,3.561,4.83,4,0.49,1.485,1.186,2.0,4.118,14.409,-0.08,135.14,73.47,0.037,8.571
0.071,10.1,5,7.2,3.561,4.83,5,0.49,1.482,1.184,1.995,4.14,14.426,-0.04,135.14,73.47,0.037,8.571
0.071,9.9,5,7.2,3.565,4.78,4,0.5,1.48,1.199,1.963,4.006,14.166,-0.16,135.14,73.47,0.037,8.371
0.071,9.8,5,7.15,3.568,4.81,4,0.52,1.437,1.208,1.935,3.923,14.061,0.08,135.14,73.47,0.037,8.303
0.071,8.8,5,7.0,3.593,4.73,7,0.61,1.401,1.23,1.727,3.648,13.113,-0.15,135.14,73.47,0.037,7.398
0.071,8.4,5,6.9,3.604,4.69,5,0.63,1.368,1.249,1.631,3.529,12.692,-0.1,135.14,73.47,0.037,7.03
0.071,5.0,5,5.5,3.75,4.46,5,0.97,0.712,0.261,0.765,1.68,9.229,0.17,135.14,73.47,0.037,4.315
0.071,3.9,5,4.6,3.8,4.35,3,1.21,0.511,0.014,0.561,1.225,8.124,0.02,135.14,73.47,0.037,3.374
0.071,2.5,4,4.7,3.78,3.73,5,1.44,0.556,0.033,0.638,1.424,6.895,-0.14,135.14,73.47,0.037,1.991
0.091,10.4,5,7.3,3.555,4.83,2,0.45,1.446,1.156,2.077,4.079,15.211,0.11,135.14,73.47,0.046,8.839
0.091,10.0,5,7.2,3.563,4.81,5,0.5,1.482,1.194,1.98,4.101,14.894,-0.07,135.14,73.47,0.046,8.471
0.091,9.7,5,7.15,3.57,4.79,5,0.53,1.471,1.213,1.919,3.952,14.531,-0.15,135.14,73.47,0.046,8.203
0.091,6.6,5,6.3,3.669,4.6,4,0.79,1.102,1.01,1.093,2.565,11.41,0.05,135.14,73.47,0.046,5.56
0.091,5.6,5,5.8,3.717,4.54,4,0.9,0.853,0.53,0.879,2.028,10.373,0.11,135.14,73.47,0.046,4.851
0.091,5.4,5,5.6,3.728,4.53,5,0.94,0.783,0.359,0.836,1.919,10.188,-0.07,135.14,73.47,0.046,4.683
0.091,10.8,5,7.14,3.569,5.01,8,0.28,1.506,1.166,2.269,3.695,15.698,-0.77,135.14,73.47,0.046,9.49
0.091,4.6,5,4.8,3.787,4.38,8,0.86,0.48,-0.157,0.618,1.404,9.465,-0.97,135.14,73.47,0.046,4.502
0.117,10.1,5,7.2,3.561,4.83,2,0.48,1.478,1.187,2.0,4.148,15.402,0.01,135.14,73.47,0.052,8.571
0.117,9.8,5,7.15,3.568,4.81,2,0.52,1.477,1.209,1.943,4.013,15.174,-0.12,135.14,73.47,0.052,8.303
0.117,9.8,5,7.15,3.568,4.81,3,0.52,1.425,1.209,1.944,3.92,15.291,0.16,135.14,73.47,0.052,8.303
0.117,9.7,5,7.15,3.57,4.78,4,0.52,1.419,1.221,1.92,3.901,15.014,0.18,135.14,73.47,0.052,8.203
0.117,9.7,5,7.15,3.57,4.79,5,0.53,1.468,1.219,1.913,4.016,15.065,-0.06,135.14,73.47,0.052,8.203
0.117,9.6,5,7.15,3.572,4.77,4,0.53,1.453,1.232,1.887,3.975,15.05,0.02,135.14,73.47,0.052,8.103
0.117,9.3,5,7.1,3.58,4.74,5,0.56,1.444,1.243,1.827,3.907,14.657,-0.03,135.14,73.47,0.052,7.834
0.117,9.2,5,7.1,3.582,4.74,2,0.57,1.437,1.247,1.808,3.883,14.634,-0.01,135.14,73.47,0.052,7.734
0.117,9.2,5,7.1,3.582,4.74,3,0.57,1.427,1.253,1.811,3.809,14.595,0.04,135.14,73.47,0.052,7.734
0.117,9.1,5,7.0,3.585,4.77,2,0.58,1.399,1.268,1.798,3.652,14.487,0.16,135.14,73.47,0.052,7.666
0.117,8.7,5,7.0,3.595,4.7,7,0.61,1.403,1.272,1.706,3.709,14.057,0.0,135.14,73.47,0.052,7.298
0.117,8.5,5,7.0,3.601,4.68,6,0.63,1.378,1.237,1.665,3.538,13.927,-0.18,135.14,73.47,0.052,7.098
0.117,7.7,5,6.7,3.626,4.63,3,0.69,1.3,1.329,1.428,3.076,13.177,0.28,135.14,73.47,0.052,6.393
0.117,6.6,5,6.3,3.669,4.59,6,0.76,1.1,0.989,1.09,2.565,12.074,-0.02,135.14,73.47,0.052,5.56
0.117,6.3,5,6.3,3.682,4.54,3,0.79,1.04,0.915,1.011,2.401,11.732,0.13,135.14,73.47,0.052,5.325
0.117,6.3,5,6.3,3.682,4.54,6,0.79,0.988,0.742,0.987,2.379,11.731,-0.34,135.14,73.47,0.052,5.325
0.117,6.4,5,6.3,3.678,4.58,7,0.8,1.061,0.96,1.031,2.459,11.868,0.11,135.14,73.47,0.052,5.425
0.117,6.4,5,6.3,3.678,4.58,7,0.81,1.03,0.851,1.014,2.441,11.815,-0.18,135.14,73.47,0.052,5.425
0.117,5.9,5,6.1,3.701,4.56,2,0.88,0.925,0.658,0.918,2.167,11.265,0.02,135.14,73.47,0.052,5.055
0.117,5.4,5,5.8,3.728,4.49,6,0.91,0.751,0.241,0.838,1.92,10.814,-0.41,135.14,73.47,0.052,4.651
0.117,4.4,5,5.0,3.76,4.29,7,0.98,0.611,0.008,0.72,1.599,9.795,-0.41,135.14,73.47,0.052,3.747
0.117,4.8,5,5.3,3.76,4.43,5,1.01,0.649,0.113,0.72,1.594,10.18,-0.07,135.14,73.47,0.052,4.147
0.117,4.0,5,5.0,3.76,4.13,7,1.05,0.609,0.009,0.72,1.595,9.471,-0.41,135.14,73.47,0.052,3.347
0.117,4.9,5,5.4,3.76,4.47,2,1.06,0.634,0.069,0.72,1.598,10.329,-0.21,135.14,73.47,0.052,4.247
0.117,9.4,5,6.95,3.596,4.89,8,0.44,1.356,1.038,1.834,3.311,14.786,-1.01,135.14,73.47,0.052,8.405
0.117,5.6,5,5.28,3.755,4.58,8,0.77,0.625,0.008,0.741,1.654,10.913,-0.54,135.14,73.47,0.052,5.457
0.117,5.2,5,5.04,3.771,4.52,8,0.81,0.51,-0.21,0.688,1.558,10.683,-1.43,135.14,73.47,0.052,5.084
0.147,9.2,5,7.1,3.582,4.74,6,0.57,1.442,1.216,1.827,3.724,15.002,-0.28,135.14,73.47,0.059,7.734
0.147,8.6,5,7.0,3.598,4.7,5,0.61,1.383,1.295,1.695,3.48,14.433,0.07,135.14,73.47,0.059,7.198
0.147,8.6,5,7.0,3.598,4.71,6,0.62,1.378,1.184,1.696,3.462,14.426,-0.39,135.14,73.47,0.059,7.198
0.147,8.5,5,7.0,3.601,4.68,2,0.62,1.388,1.271,1.666,3.614,14.465,-0.06,135.14,73.47,0.059,7.098
0.147,8.4,5,6.9,3.604,4.69,3,0.63,1.372,1.243,1.64,3.524,14.197,-0.14,135.14,73.47,0.059,7.03
0.147,7.9,5,6.7,3.62,4.64,5,0.67,1.29,1.144,1.484,3.181,13.816,-0.33,135.14,73.47,0.059,6.562
0.147,7.8,5,6.7,3.623,4.65,7,0.67,1.276,1.134,1.45,3.135,13.785,-0.32,135.14,73.47,0.059,6.493
0.147,7.6,5,6.5,3.63,4.64,2,0.69,1.286,1.298,1.401,3.034,13.447,0.21,135.14,73.47,0.059,6.325
0.147,7.3,5,6.5,3.641,4.64,7,0.73,1.189,1.016,1.299,2.868,13.122,-0.44,135.14,73.47,0.059,6.065
0.147,6.9,5,6.4,3.656,4.6,5,0.74,1.174,1.109,1.197,2.739,12.709,0.03,135.14,73.47,0.059,5.795
0.147,7.0,5,6.5,3.652,4.61,5,0.75,1.159,1.021,1.215,2.77,12.92,-0.29,135.14,73.47,0.059,5.83
0.147,6.7,5,6.4,3.664,4.57,6,0.75,1.11,0.978,1.121,2.62,12.678,-0.15,135.14,73.47,0.059,5.595
0.147,6.4,5,6.3,3.678,4.55,5,0.79,1.026,0.834,1.013,2.444,12.287,-0.23,135.14,73.47,0.059,5.36
0.147,5.6,5,6.0,3.717,4.49,7,0.86,0.807,0.35,0.872,2.03,11.573,-0.38,135.14,73.47,0.059,4.82
0.147,5.7,5,6.0,3.712,4.53,6,0.88,0.878,0.567,0.895,2.085,11.639,0.06,135.14,73.47,0.059,4.92
0.147,5.9,5,6.0,3.701,4.59,7,0.89,0.893,0.54,0.914,2.161,11.839,-0.32,135.14,73.47,0.059,5.12
0.147,5.5,5,5.8,3.723,4.51,5,0.94,0.82,0.44,0.859,1.988,11.47,0.01,135.14,73.47,0.059,4.751
0.147,4.0,5,5.0,3.77,4.2,6,1.1,0.576,-0.023,0.685,1.536,9.971,-0.42,135.14,73.47,0.059,3.379
0.147,3.8,5,4.8,3.78,4.18,6,1.11,0.541,-0.051,0.647,1.462,9.751,-0.42,135.14,73.47,0.059,3.21
0.147,4.4,5,5.0,3.78,4.42,3,1.13,0.595,0.086,0.647,1.444,10.276,0.11,135.14,73.47,0.059,3.81
0.147,4.0,5,4.8,3.78,4.25,5,1.15,0.585,0.063,0.647,1.448,9.865,0.02,135.14,73.47,0.059,3.41
0.147,3.9,5,4.7,3.79,4.31,5,1.19,0.558,0.058,0.608,1.344,9.794,0.08,135.14,73.47,0.059,3.342
0.147,3.3,4,4.8,3.79,4.03,5,1.23,0.546,0.037,0.608,1.345,9.154,-0.03,135.14,73.47,0.059,2.815
0.147,3.0,4,4.8,3.78,3.93,4,1.41,0.588,0.083,0.647,1.443,8.856,0.06,135.14,73.47,0.059,2.491
0.147,2.2,4,4.4,3.81,3.81,3,1.66,0.471,0.024,0.532,1.129,8.176,-0.05,135.14,73.47,0.059,1.763
0.147,8.4,5,6.75,3.623,4.78,8,0.54,1.243,0.994,1.464,2.994,14.315,-0.71,135.14,73.47,0.059,7.657
0.147,7.0,5,6.29,3.684,4.7,8,0.65,0.932,0.54,0.964,2.338,12.974,-0.93,135.14,73.47,0.059,6.625
0.147,5.6,5,5.28,3.755,4.58,8,0.77,0.633,0.028,0.744,1.659,11.499,-0.47,135.14,73.47,0.059,5.457
0.176,8.9,5,7.0,3.59,4.72,5,0.59,1.413,1.199,1.767,3.58,15.179,-0.37,135.14,73.47,0.062,7.466
0.176,8.6,5,7.0,3.598,4.7,7,0.61,1.377,1.175,1.698,3.438,14.868,-0.43,135.14,73.47,0.062,7.198
0.176,8.5,5,7.0,3.601,4.68,7,0.62,1.362,1.162,1.673,3.38,14.805,-0.48,135.14,73.47,0.062,7.098
0.176,8.5,5,7.0,3.601,4.68,6,0.63,1.384,1.251,1.668,3.572,14.869,-0.13,135.14,73.47,0.062,7.098
0.176,8.5,5,7.0,3.601,4.68,7,0.63,1.36,1.152,1.67,3.363,14.746,-0.52,135.14,73.47,0.062,7.098
0.176,8.4,5,6.9,3.604,4.7,5,0.64,1.375,1.251,1.641,3.546,14.752,-0.11,135.14,73.47,0.062,7.03
0.176,8.1,5,6.7,3.613,4.66,5,0.65,1.348,1.268,1.552,3.455,14.425,0.01,135.14,73.47,0.062,6.762
0.176,7.8,5,6.7,3.623,4.65,6,0.67,1.311,1.25,1.457,3.296,14.063,0.01,135.14,73.47,0.062,6.493
0.176,7.9,5,6.7,3.62,4.68,2,0.68,1.317,1.297,1.499,3.149,14.279,0.16,135.14,73.47,0.062,6.593
0.176,7.9,5,6.7,3.62,4.68,7,0.68,1.309,1.201,1.488,3.287,14.176,-0.15,135.14,73.47,0.062,6.593
0.176,7.8,5,6.7,3.623,4.66,3,0.69,1.307,1.303,1.466,3.115,14.078,0.19,135.14,73.47,0.062,6.493
0.176,7.0,5,6.5,3.652,4.6,7,0.74,1.144,0.972,1.211,2.761,13.37,-0.42,135.14,73.47,0.062,5.83
0.176,7.1,5,6.5,3.648,4.64,4,0.75,1.208,1.141,1.257,2.868,13.441,-0.02,135.14,73.47,0.062,5.93
0.176,6.8,5,6.4,3.66,4.61,7,0.76,1.152,1.074,1.165,2.688,13.109,0.02,135.14,73.47,0.062,5.695
0.176,6.1,5,6.2,3.692,4.56,6,0.85,0.952,0.671,0.954,2.277,12.447,-0.26,135.14,73.47,0.062,5.19
0.176,5.9,5,6.1,3.701,4.55,7,0.86,0.903,0.569,0.916,2.167,12.172,-0.23,135.14,73.47,0.062,5.055
0.176,5.9,5,6.1,3.701,4.55,6,0.87,0.9,0.559,0.915,2.165,12.264,-0.26,135.14,73.47,0.062,5.055
0.176,5.5,5,5.8,3.723,4.51,4,0.94,0.823,0.451,0.863,1.991,11.726,0.04,135.14,73.47,0.062,4.751
0.176,5.1,5,5.5,3.745,4.48,5,0.98,0.726,0.264,0.791,1.753,11.349,0.07,135.14,73.47,0.062,4.415
0.176,4.6,5,5.1,3.76,4.34,7,0.99,0.612,0.004,0.724,1.609,10.857,-0.44,135.14,73.47,0.062,3.947
