# Bulbe : BC95, IMF x= 1.35 Y=0.28 Z=0.02 Age 10.0 Gyr
Dist,Mv,CL,Typ,LTef,logg,Age,Mass,B-V,U-B,V-I,V-K,V,[Fe/H],l,b,Av,Mbol
0.016,14.2,5,7.65,3.484,5.04,3,0.15,1.715,1.453,3.105,5.628,15.246,0.04,276.47,-77.81,0.0,12.416
0.016,11.3,5,7.3,3.537,4.92,1,0.36,1.443,1.157,2.3,4.413,12.31,0.11,276.47,-77.81,0.0,9.707
0.052,11.1,5,7.3,3.54,4.91,3,0.39,1.524,1.143,2.221,4.401,14.676,-0.07,276.47,-77.81,0.028,9.507
0.052,10.9,5,7.3,3.544,4.87,6,0.41,1.555,1.17,2.198,4.228,14.575,-0.3,276.47,-77.81,0.028,9.307
0.052,8.1,5,6.7,3.613,4.66,2,0.65,1.325,1.33,1.546,3.221,11.695,0.26,276.47,-77.81,0.028,6.762
0.052,5.8,5,6.0,3.707,4.56,5,0.9,0.902,0.64,0.903,2.103,9.373,0.12,276.47,-77.81,0.028,5.02
0.052,2.4,5,3.9,3.86,4.1,2,1.62,0.316,0.033,0.325,0.707,5.959,-0.15,276.47,-77.81,0.028,2.065
0.071,11.2,5,7.3,3.539,4.9,2,0.37,1.511,1.136,2.257,4.466,15.472,0.01,276.47,-77.81,0.041,9.607
0.071,11.0,5,7.3,3.542,4.89,5,0.39,1.535,1.151,2.201,4.358,15.399,-0.12,276.47,-77.81,0.041,9.407
0.071,10.9,5,7.3,3.544,4.9,1,0.41,1.442,1.101,2.18,4.23,15.231,0.18,276.47,-77.81,0.041,9.339
0.071,10.8,5,7.3,3.546,4.89,5,0.42,1.401,1.081,2.163,4.272,15.031,0.31,276.47,-77.81,0.041,9.239
0.071,4.3,5,5.0,3.77,4.32,5,1.09,0.654,0.193,0.686,1.502,8.518,0.31,276.47,-77.81,0.041,3.679
0.071,2.2,4,4.4,3.82,3.85,3,1.65,0.444,0.04,0.48,0.997,6.459,0.09,276.47,-77.81,0.041,1.787
0.071,2.0,4,4.5,3.8,3.71,3,1.74,0.499,0.036,0.561,1.218,6.281,-0.04,276.47,-77.81,0.041,1.539
0.091,10.8,5,7.3,3.546,4.89,4,0.42,1.464,1.131,2.165,4.19,15.552,0.11,276.47,-77.81,0.053,9.239
0.091,10.6,5,7.3,3.55,4.87,2,0.43,1.534,1.175,2.133,4.204,15.422,-0.22,276.47,-77.81,0.053,9.039
0.091,10.3,5,7.2,3.557,4.84,2,0.47,1.525,1.191,2.081,4.064,15.145,-0.31,276.47,-77.81,0.053,8.771
0.091,9.3,5,7.1,3.58,4.74,2,0.56,1.445,1.239,1.83,3.884,14.219,-0.07,276.47,-77.81,0.053,7.834
0.091,8.4,5,6.9,3.604,4.69,5,0.63,1.362,1.214,1.639,3.462,13.201,-0.24,276.47,-77.81,0.053,7.03
0.091,6.2,5,6.2,3.687,4.58,1,0.82,0.983,0.752,0.974,2.331,11.059,-0.17,276.47,-77.81,0.053,5.29
0.091,5.3,5,5.6,3.734,4.49,5,0.95,0.755,0.292,0.822,1.866,10.204,-0.12,276.47,-77.81,0.053,4.583
0.091,3.7,4,5.0,3.76,4.02,7,1.09,0.585,-0.049,0.72,1.601,8.61,-0.64,276.47,-77.81,0.053,3.143
0.091,4.5,5,5.0,3.78,4.45,2,1.13,0.585,0.064,0.645,1.443,9.382,0.05,276.47,-77.81,0.053,3.91
0.111,10.0,5,7.2,3.563,4.81,2,0.5,1.413,1.182,1.996,4.035,15.244,0.24,276.47,-77.81,0.063,8.471
0.111,10.0,5,7.2,3.563,4.81,5,0.5,1.506,1.201,2.012,3.988,15.256,-0.29,276.47,-77.81,0.063,8.471
0.111,9.6,5,7.15,3.572,4.77,2,0.53,1.438,1.236,1.897,3.876,14.848,0.08,276.47,-77.81,0.063,8.103
0.111,8.7,5,7.0,3.595,4.7,7,0.61,1.385,1.161,1.719,3.431,13.932,-0.52,276.47,-77.81,0.063,7.298
0.111,8.5,5,7.0,3.601,4.68,7,0.63,1.386,1.26,1.668,3.592,13.699,-0.1,276.47,-77.81,0.063,7.098
0.111,7.8,5,6.7,3.623,4.65,3,0.67,1.307,1.289,1.466,3.108,13.156,0.13,276.47,-77.81,0.063,6.493
0.111,7.6,5,6.5,3.63,4.66,6,0.71,1.265,1.165,1.388,3.119,12.965,-0.17,276.47,-77.81,0.063,6.325
0.111,6.3,5,6.3,3.682,4.56,5,0.83,1.017,0.826,1.0,2.398,11.603,-0.12,276.47,-77.81,0.063,5.325
0.111,4.8,5,5.3,3.75,4.38,7,0.97,0.632,-0.003,0.766,1.716,10.116,-0.72,276.47,-77.81,0.063,4.115
0.111,3.3,5,4.2,3.83,4.29,2,1.4,0.437,0.026,0.466,0.929,8.54,0.17,276.47,-77.81,0.063,2.869
0.131,9.6,5,7.15,3.572,4.78,3,0.54,1.466,1.235,1.892,4.032,15.241,-0.01,276.47,-77.81,0.071,8.103
0.131,9.6,5,7.15,3.572,4.78,6,0.54,1.467,1.233,1.894,4.018,15.33,-0.03,276.47,-77.81,0.071,8.103
0.131,9.4,5,7.1,3.577,4.76,6,0.55,1.459,1.233,1.862,3.88,15.031,-0.15,276.47,-77.81,0.071,7.934
0.131,9.3,5,7.1,3.58,4.74,5,0.56,1.451,1.24,1.84,3.878,15.015,-0.1,276.47,-77.81,0.071,7.834
0.131,9.1,5,7.0,3.585,4.77,3,0.58,1.409,1.267,1.806,3.645,14.842,0.11,276.47,-77.81,0.071,7.666
0.131,8.4,5,6.9,3.604,4.69,7,0.63,1.353,1.16,1.648,3.359,14.15,-0.45,276.47,-77.81,0.071,7.03
0.131,8.0,5,6.7,3.616,4.65,5,0.66,1.329,1.227,1.523,3.365,13.651,-0.11,276.47,-77.81,0.071,6.662
0.131,7.6,5,6.5,3.63,4.65,5,0.7,1.287,1.251,1.401,3.101,13.282,0.06,276.47,-77.81,0.071,6.325
0.131,7.2,5,6.5,3.644,4.62,7,0.73,1.202,1.082,1.281,2.894,12.765,-0.23,276.47,-77.81,0.071,5.965
0.131,6.9,5,6.4,3.656,4.62,6,0.77,1.163,1.06,1.196,2.74,12.523,-0.12,276.47,-77.81,0.071,5.795
0.131,6.7,5,6.4,3.664,4.59,7,0.78,1.065,0.824,1.108,2.606,12.363,-0.58,276.47,-77.81,0.071,5.595
0.131,6.2,5,6.2,3.687,4.59,4,0.84,1.009,0.823,0.988,2.355,11.865,0.01,276.47,-77.81,0.071,5.29
0.131,5.8,5,6.0,3.707,4.55,6,0.89,0.862,0.456,0.903,2.127,11.482,-0.41,276.47,-77.81,0.071,5.02
0.131,4.7,5,5.2,3.75,4.35,7,0.97,0.653,0.056,0.77,1.718,10.264,-0.49,276.47,-77.81,0.071,4.015
0.131,4.6,5,5.1,3.77,4.42,5,1.05,0.605,0.044,0.69,1.543,10.218,-0.18,276.47,-77.81,0.071,3.979
0.131,3.7,5,4.5,3.81,4.33,2,1.28,0.483,-0.01,0.54,1.154,9.449,-0.07,276.47,-77.81,0.071,3.206
0.131,7.8,5,6.58,3.647,4.74,8,0.59,1.138,0.877,1.238,2.777,13.416,-0.77,276.47,-77.81,0.071,7.224
0.131,5.2,5,5.04,3.771,4.52,8,0.81,0.561,-0.078,0.687,1.549,10.77,-0.65,276.47,-77.81,0.071,5.084
0.151,9.3,5,7.1,3.58,4.74,3,0.56,1.422,1.262,1.845,3.744,15.274,0.11,276.47,-77.81,0.076,7.834
0.151,9.2,5,7.1,3.582,4.74,3,0.57,1.445,1.255,1.817,3.91,15.234,0.0,276.47,-77.81,0.076,7.734
0.151,9.2,5,7.1,3.582,4.74,5,0.57,1.405,1.274,1.827,3.746,15.166,0.21,276.47,-77.81,0.076,7.734
0.151,8.7,5,7.0,3.595,4.7,2,0.61,1.406,1.247,1.72,3.654,14.634,-0.14,276.47,-77.81,0.076,7.298
0.151,8.7,5,7.0,3.595,4.7,5,0.61,1.411,1.277,1.716,3.735,14.632,0.0,276.47,-77.81,0.076,7.298
0.151,8.6,5,7.0,3.598,4.71,6,0.62,1.387,1.203,1.702,3.511,14.477,-0.33,276.47,-77.81,0.076,7.198
0.151,7.4,5,6.5,3.637,4.61,2,0.7,1.255,1.186,1.343,3.073,13.373,-0.05,276.47,-77.81,0.076,6.125
0.151,7.3,5,6.5,3.641,4.63,3,0.72,1.247,1.206,1.325,2.97,13.311,0.06,276.47,-77.81,0.076,6.065
0.151,6.0,5,6.1,3.697,4.57,7,0.86,0.896,0.491,0.93,2.216,12.017,-0.63,276.47,-77.81,0.076,5.155
0.151,5.0,5,5.5,3.74,4.39,7,0.93,0.721,0.2,0.813,1.821,11.063,-0.25,276.47,-77.81,0.076,4.283
0.151,5.4,5,5.8,3.728,4.51,3,0.95,0.805,0.411,0.854,1.947,11.304,0.05,276.47,-77.81,0.076,4.651
0.151,4.9,5,5.4,3.75,4.43,6,0.98,0.674,0.116,0.772,1.721,10.914,-0.3,276.47,-77.81,0.076,4.215
0.151,4.2,5,5.0,3.76,4.21,7,1.0,0.634,0.059,0.73,1.615,10.228,-0.27,276.47,-77.81,0.076,3.547
0.151,5.1,5,5.5,3.745,4.49,2,1.01,0.722,0.237,0.791,1.766,11.147,-0.02,276.47,-77.81,0.076,4.415
0.151,4.9,5,5.4,3.76,4.46,3,1.03,0.67,0.159,0.737,1.615,10.863,0.07,276.47,-77.81,0.076,4.247
0.151,4.3,5,5.0,3.78,4.4,5,1.11,0.581,0.039,0.654,1.469,10.328,-0.07,276.47,-77.81,0.076,3.71
0.151,4.3,5,5.0,3.78,4.41,4,1.13,0.581,0.039,0.654,1.47,10.358,-0.07,276.47,-77.81,0.076,3.71
0.151,1.2,3,6.0,3.65,2.5,6,1.22,1.219,1.092,1.185,2.761,7.168,-0.25,276.47,-77.81,0.076,0.085
0.151,2.4,4,4.3,3.85,4.07,3,1.61,0.364,0.042,0.384,0.785,8.306,0.1,276.47,-77.81,0.076,2.059
0.151,8.8,5,6.84,3.611,4.82,8,0.5,1.3,1.029,1.631,3.174,14.734,-0.79,276.47,-77.81,0.076,7.951
0.151,7.2,5,6.37,3.674,4.71,8,0.63,1.026,0.802,1.044,2.5,13.159,-0.45,276.47,-77.81,0.076,6.779
0.171,9.1,5,7.0,3.585,4.77,2,0.58,1.418,1.267,1.808,3.69,15.277,0.08,276.47,-77.81,0.08,7.666
0.171,8.9,5,7.0,3.59,4.72,2,0.59,1.423,1.24,1.766,3.717,15.174,-0.16,276.47,-77.81,0.08,7.466
0.171,8.0,5,6.7,3.616,4.66,3,0.67,1.341,1.268,1.529,3.41,14.281,0.01,276.47,-77.81,0.08,6.662
0.171,7.7,5,6.7,3.626,4.63,5,0.68,1.303,1.267,1.435,3.158,13.863,0.06,276.47,-77.81,0.08,6.393
0.171,7.6,5,6.5,3.63,4.64,7,0.69,1.256,1.125,1.392,3.066,13.79,-0.3,276.47,-77.81,0.08,6.325
0.171,7.7,5,6.7,3.626,4.64,7,0.7,1.253,1.081,1.421,3.026,13.977,-0.46,276.47,-77.81,0.08,6.393
0.171,7.6,5,6.5,3.63,4.65,2,0.7,1.276,1.186,1.396,3.157,13.836,-0.13,276.47,-77.81,0.08,6.325
0.171,7.5,5,6.5,3.633,4.62,3,0.7,1.27,1.2,1.371,3.135,13.829,-0.06,276.47,-77.81,0.08,6.225
0.171,7.5,5,6.5,3.633,4.63,4,0.71,1.25,1.135,1.368,3.055,13.726,-0.23,276.47,-77.81,0.08,6.225
0.171,7.4,5,6.5,3.637,4.62,3,0.72,1.253,1.177,1.345,3.066,13.635,-0.08,276.47,-77.81,0.08,6.125
0.171,7.3,5,6.5,3.641,4.63,6,0.72,1.268,1.299,1.337,2.951,13.532,0.31,276.47,-77.81,0.08,6.065
0.171,6.9,5,6.4,3.656,4.62,7,0.76,1.157,1.035,1.197,2.744,13.178,-0.19,276.47,-77.81,0.08,5.795
0.171,6.0,5,6.1,3.697,4.56,4,0.85,0.982,0.805,0.966,2.249,12.26,0.24,276.47,-77.81,0.08,5.155
0.171,5.7,5,6.0,3.712,4.54,2,0.91,0.902,0.622,0.911,2.105,11.894,0.18,276.47,-77.81,0.08,4.92
0.171,5.6,5,5.8,3.717,4.55,7,0.93,0.823,0.392,0.882,2.052,11.811,-0.29,276.47,-77.81,0.08,4.851
0.171,5.5,5,5.8,3.723,4.51,3,0.94,0.83,0.459,0.871,2.007,11.803,0.05,276.47,-77.81,0.08,4.751
0.171,3.7,5,4.8,3.78,4.16,5,1.21,0.615,0.13,0.656,1.456,9.87,0.22,276.47,-77.81,0.08,3.11
0.171,3.5,5,4.7,3.79,4.13,5,1.23,0.546,0.021,0.617,1.369,9.782,-0.11,276.47,-77.81,0.08,2.942
0.171,3.2,5,4.6,3.8,4.1,4,1.35,0.522,0.032,0.579,1.261,9.397,0.0,276.47,-77.81,0.08,2.674
0.171,1.6,5,3.3,3.94,4.16,2,2.01,0.103,0.1,0.122,0.274,7.82,0.14,276.47,-77.81,0.08,1.519
