# Bulbe : BC95, IMF x= 1.35 Y=0.28 Z=0.02 Age 10.0 Gyr
Dist,Mv,CL,Typ,LTef,logg,Age,Mass,B-V,U-B,V-I,V-K,V,[Fe/H],l,b,Av,Mbol
0.033,13.2,5,7.6,3.502,5.02,6,0.2,1.649,1.326,2.821,5.086,15.77,-0.1,96.28,-78.19,0.014,11.48
0.033,12.3,5,7.5,3.518,4.98,2,0.26,1.604,1.251,2.532,4.715,14.814,-0.21,96.28,-78.19,0.014,10.644
0.033,11.1,5,7.3,3.54,4.89,1,0.38,1.422,1.11,2.24,4.351,13.682,0.21,96.28,-78.19,0.014,9.507
0.033,6.6,5,6.3,3.669,4.6,7,0.79,1.035,0.822,1.057,2.509,9.131,-0.45,96.28,-78.19,0.014,5.56
0.052,12.2,5,7.4,3.52,4.99,5,0.27,1.452,1.25,2.587,4.914,15.73,0.13,96.28,-78.19,0.028,10.575
0.052,11.7,5,7.4,3.529,4.94,5,0.31,1.401,1.181,2.46,4.786,15.223,0.27,96.28,-78.19,0.028,10.075
0.052,11.4,5,7.3,3.535,4.93,2,0.35,1.454,1.174,2.343,4.495,15.028,0.09,96.28,-78.19,0.028,9.807
0.052,11.4,5,7.3,3.535,4.93,3,0.35,1.52,1.142,2.316,4.509,14.987,-0.02,96.28,-78.19,0.028,9.807
0.052,9.9,5,7.2,3.565,4.79,2,0.51,1.47,1.197,1.949,4.057,13.602,-0.06,96.28,-78.19,0.028,8.371
0.052,9.3,5,7.1,3.58,4.74,3,0.56,1.404,1.25,1.825,3.709,12.874,0.13,96.28,-78.19,0.028,7.834
0.052,4.0,5,4.7,3.79,4.35,3,1.2,0.557,0.066,0.595,1.314,7.565,0.15,96.28,-78.19,0.028,3.442
0.052,3.1,5,4.2,3.84,4.27,2,1.45,0.381,-0.011,0.41,0.822,6.763,0.04,96.28,-78.19,0.028,2.701
0.052,4.2,5,4.73,3.793,4.26,8,0.88,0.482,-0.094,0.587,1.31,7.766,-0.53,96.28,-78.19,0.028,4.108
0.071,11.5,5,7.3,3.533,4.94,7,0.34,1.586,1.208,2.323,4.442,15.721,-0.29,96.28,-78.19,0.041,9.907
0.071,11.0,5,7.3,3.542,4.9,5,0.4,1.561,1.176,2.221,4.285,15.4,-0.27,96.28,-78.19,0.041,9.407
0.071,10.9,5,7.3,3.544,4.9,4,0.41,1.506,1.131,2.158,4.346,15.18,0.02,96.28,-78.19,0.041,9.339
0.071,10.8,5,7.3,3.546,4.89,3,0.42,1.469,1.131,2.156,4.207,15.156,0.08,96.28,-78.19,0.041,9.239
0.071,10.7,5,7.3,3.548,4.86,6,0.42,1.573,1.2,2.193,4.084,15.079,-0.49,96.28,-78.19,0.041,9.139
0.071,10.2,5,7.2,3.559,4.85,3,0.48,1.488,1.178,2.018,4.178,14.519,-0.03,96.28,-78.19,0.041,8.671
0.071,9.8,5,7.2,3.568,4.77,7,0.51,1.493,1.201,1.968,3.815,14.069,-0.43,96.28,-78.19,0.041,8.271
0.071,8.9,5,7.0,3.59,4.72,2,0.6,1.412,1.245,1.746,3.732,13.13,-0.08,96.28,-78.19,0.041,7.466
0.071,7.6,5,6.5,3.63,4.66,1,0.71,1.261,1.167,1.38,3.11,11.818,-0.15,96.28,-78.19,0.041,6.325
0.071,7.3,5,6.5,3.641,4.64,5,0.73,1.246,1.254,1.32,2.911,11.609,0.22,96.28,-78.19,0.041,6.065
0.071,6.9,5,6.4,3.656,4.62,4,0.77,1.168,1.11,1.192,2.726,11.265,0.04,96.28,-78.19,0.041,5.795
0.071,5.2,5,5.5,3.74,4.52,3,0.99,0.743,0.302,0.805,1.795,9.461,0.06,96.28,-78.19,0.041,4.515
