# Bulbe : BC95, IMF x= 1.35 Y=0.28 Z=0.02 Age 10.0 Gyr
Dist,Mv,CL,Typ,LTef,logg,Age,Mass,B-V,U-B,V-I,V-K,V,[Fe/H],l,b,Av,Mbol
0.016,14.7,5,7.71,3.475,5.1,1,0.13,1.783,1.547,3.256,5.877,15.67,0.04,57.71,73.49,0.0,12.885
0.033,12.2,5,7.4,3.52,4.99,1,0.27,1.45,1.248,2.58,4.89,14.861,0.11,57.71,73.49,0.013,10.575
0.033,10.3,5,7.2,3.557,4.84,6,0.47,1.455,1.16,2.034,4.093,12.819,0.06,57.71,73.49,0.013,8.771
0.033,10.0,5,7.2,3.563,4.81,4,0.5,1.488,1.189,1.99,3.953,12.691,-0.27,57.71,73.49,0.013,8.471
0.033,3.8,5,4.6,3.8,4.34,3,1.24,0.499,-0.003,0.552,1.207,6.327,-0.03,57.71,73.49,0.013,3.274
0.052,12.4,5,7.5,3.516,4.98,6,0.25,1.797,1.372,2.441,4.573,15.909,-0.72,57.71,73.49,0.026,10.744
0.052,9.3,5,7.1,3.58,4.74,1,0.56,1.436,1.233,1.819,3.862,12.947,-0.06,57.71,73.49,0.026,7.834
0.052,8.5,5,7.0,3.601,4.68,4,0.63,1.38,1.274,1.651,3.61,12.196,-0.01,57.71,73.49,0.026,7.098
0.052,6.7,5,6.4,3.664,4.59,3,0.78,1.096,0.961,1.107,2.59,10.22,-0.17,57.71,73.49,0.026,5.595
0.052,6.3,5,6.3,3.682,4.55,5,0.81,1.012,0.837,0.986,2.367,9.868,-0.06,57.71,73.49,0.026,5.325
0.052,11.0,5,7.16,3.566,5.03,8,0.26,1.47,1.194,2.323,4.062,14.645,-0.04,57.71,73.49,0.026,9.642
0.052,5.8,5,5.42,3.746,4.61,8,0.75,0.653,0.06,0.768,1.719,9.481,-0.55,57.71,73.49,0.026,5.637
0.071,11.5,5,7.4,3.533,4.9,2,0.33,1.449,1.19,2.382,4.573,15.73,0.11,57.71,73.49,0.037,9.875
0.071,11.0,5,7.3,3.542,4.9,7,0.4,1.579,1.194,2.235,4.225,15.387,-0.39,57.71,73.49,0.037,9.407
0.071,10.9,5,7.3,3.544,4.86,6,0.4,1.562,1.176,2.207,4.221,15.141,-0.33,57.71,73.49,0.037,9.307
0.071,10.8,5,7.3,3.546,4.89,5,0.42,1.515,1.141,2.137,4.339,15.197,-0.03,57.71,73.49,0.037,9.239
0.071,10.4,5,7.3,3.555,4.83,2,0.45,1.439,1.15,2.074,4.078,14.618,0.13,57.71,73.49,0.037,8.839
0.071,9.0,5,7.0,3.587,4.74,5,0.58,1.419,1.247,1.763,3.79,13.295,-0.03,57.71,73.49,0.037,7.566
0.071,9.0,5,7.0,3.587,4.75,2,0.59,1.417,1.223,1.77,3.706,13.331,-0.17,57.71,73.49,0.037,7.566
0.071,8.7,5,7.0,3.595,4.7,5,0.61,1.35,1.329,1.706,3.534,13.001,0.39,57.71,73.49,0.037,7.298
0.071,7.5,5,6.5,3.633,4.62,1,0.7,1.258,1.197,1.354,3.107,11.713,-0.04,57.71,73.49,0.037,6.225
0.071,5.4,5,5.8,3.728,4.51,3,0.95,0.793,0.406,0.839,1.912,9.789,0.07,57.71,73.49,0.037,4.651
0.071,4.4,5,5.0,3.76,4.29,7,0.98,0.634,0.083,0.714,1.579,8.748,-0.15,57.71,73.49,0.037,3.747
0.071,4.0,5,4.8,3.78,4.26,5,1.16,0.58,0.063,0.638,1.427,8.306,0.04,57.71,73.49,0.037,3.41
0.071,10.2,5,7.06,3.58,4.96,8,0.35,1.438,1.024,2.078,3.444,14.466,-1.36,57.71,73.49,0.037,9.022
0.071,6.6,5,6.12,3.705,4.67,8,0.68,0.823,0.323,0.884,2.101,10.997,-0.87,57.71,73.49,0.037,6.31
0.091,10.4,5,7.3,3.555,4.84,2,0.46,1.437,1.148,2.078,4.094,15.218,0.15,57.71,73.49,0.046,8.839
0.091,10.0,5,7.2,3.563,4.81,3,0.5,1.479,1.194,1.977,4.118,14.833,-0.04,57.71,73.49,0.046,8.471
0.091,9.9,5,7.2,3.565,4.79,7,0.51,1.484,1.201,1.967,4.013,14.76,-0.16,57.71,73.49,0.046,8.371
