# Bulbe : BC95, IMF x= 1.35 Y=0.28 Z=0.02 Age 10.0 Gyr
Dist,Mv,CL,Typ,LTef,logg,Age,Mass,B-V,U-B,V-I,V-K,V,[Fe/H],l,b,Av,Mbol
0.033,13.3,5,7.6,3.5,4.99,7,0.19,1.659,1.333,2.848,5.125,15.963,-0.12,186.34,-38.51,0.014,11.58
0.033,11.5,5,7.3,3.533,4.94,7,0.34,1.54,1.165,2.33,4.483,14.199,-0.13,186.34,-38.51,0.014,9.907
0.033,11.4,5,7.3,3.535,4.92,5,0.34,1.526,1.15,2.306,4.472,13.917,-0.08,186.34,-38.51,0.014,9.807
0.033,9.3,5,7.1,3.58,4.74,3,0.56,1.433,1.226,1.816,3.833,11.941,-0.09,186.34,-38.51,0.014,7.834
0.033,7.4,5,6.5,3.637,4.62,2,0.72,1.232,1.161,1.318,3.009,9.913,-0.07,186.34,-38.51,0.014,6.125
0.052,11.4,5,7.3,3.535,4.93,5,0.35,1.463,1.168,2.339,4.498,15.079,0.08,186.34,-38.51,0.028,9.807
0.052,10.7,5,7.3,3.548,4.86,3,0.42,1.454,1.132,2.133,4.148,14.343,0.1,186.34,-38.51,0.028,9.139
0.052,9.4,5,7.1,3.577,4.77,4,0.56,1.421,1.239,1.841,3.789,12.948,0.07,186.34,-38.51,0.028,7.934
0.052,5.9,5,6.1,3.701,4.54,6,0.84,0.923,0.674,0.913,2.145,9.502,0.08,186.34,-38.51,0.028,5.055
0.071,11.3,5,7.3,3.537,4.92,3,0.36,1.555,1.175,2.286,4.423,15.592,-0.18,186.34,-38.51,0.042,9.707
0.071,11.3,5,7.3,3.537,4.93,2,0.37,1.493,1.152,2.301,4.478,15.624,0.04,186.34,-38.51,0.042,9.707
0.071,11.1,5,7.3,3.54,4.89,1,0.38,1.5,1.136,2.228,4.412,15.48,0.03,186.34,-38.51,0.042,9.507
0.071,11.1,5,7.3,3.54,4.89,3,0.38,1.543,1.16,2.233,4.373,15.384,-0.16,186.34,-38.51,0.042,9.507
0.071,10.6,5,7.3,3.55,4.88,7,0.44,1.578,1.196,2.128,4.018,14.832,-0.61,186.34,-38.51,0.042,9.039
0.071,4.7,5,5.2,3.77,4.46,3,1.07,0.627,0.123,0.683,1.508,8.928,0.12,186.34,-38.51,0.042,4.079
0.091,10.8,5,7.3,3.546,4.89,6,0.42,1.55,1.173,2.179,4.253,15.553,-0.24,186.34,-38.51,0.055,9.239
0.091,10.5,5,7.3,3.552,4.86,5,0.45,1.517,1.171,2.099,4.225,15.433,-0.12,186.34,-38.51,0.055,8.939
0.091,10.4,5,7.3,3.555,4.84,7,0.46,1.509,1.174,2.075,4.209,15.252,-0.1,186.34,-38.51,0.055,8.839
0.091,10.3,5,7.2,3.557,4.82,2,0.47,1.498,1.176,2.047,4.207,15.167,-0.05,186.34,-38.51,0.055,8.739
0.091,10.2,5,7.2,3.559,4.84,6,0.47,1.491,1.182,2.022,4.194,14.963,-0.02,186.34,-38.51,0.055,8.671
0.091,10.2,5,7.2,3.559,4.85,6,0.48,1.496,1.184,2.029,4.167,14.993,-0.07,186.34,-38.51,0.055,8.671
0.091,9.1,5,7.0,3.585,4.77,3,0.58,1.431,1.251,1.79,3.853,13.963,0.0,186.34,-38.51,0.055,7.666
0.091,8.8,5,7.0,3.593,4.73,5,0.61,1.409,1.247,1.732,3.703,13.657,-0.09,186.34,-38.51,0.055,7.398
0.091,8.2,5,6.9,3.61,4.66,6,0.65,1.344,1.222,1.579,3.416,13.041,-0.16,186.34,-38.51,0.055,6.83
0.091,8.0,5,6.7,3.616,4.65,6,0.66,1.322,1.218,1.517,3.341,12.753,-0.13,186.34,-38.51,0.055,6.662
0.091,7.9,5,6.7,3.62,4.68,2,0.68,1.318,1.266,1.492,3.229,12.761,0.06,186.34,-38.51,0.055,6.593
