# Bulbe : BC95, IMF x= 1.35 Y=0.28 Z=0.02 Age 10.0 Gyr
Dist,Mv,CL,Typ,LTef,logg,Age,Mass,B-V,U-B,V-I,V-K,V,[Fe/H],l,b,Av,Mbol
0.016,13.0,5,7.5,3.506,5.03,7,0.21,1.672,1.36,2.728,4.928,13.923,-0.3,353.76999,-14.64,0.0,11.312
0.033,13.7,5,7.65,3.493,5.0,5,0.17,1.627,1.43,2.934,5.557,16.387,0.26,353.76999,-14.64,0.014,11.948
0.033,13.5,5,7.6,3.497,5.05,2,0.18,1.685,1.374,2.913,5.222,16.105,-0.09,353.76999,-14.64,0.014,11.78
0.033,11.7,5,7.4,3.529,4.95,3,0.32,1.498,1.152,2.414,4.604,14.248,0.02,353.76999,-14.64,0.014,10.075
0.033,11.3,5,7.3,3.537,4.92,6,0.36,1.592,1.214,2.271,4.302,13.871,-0.41,353.76999,-14.64,0.014,9.707
0.033,11.1,5,7.3,3.54,4.89,2,0.38,1.438,1.125,2.238,4.326,13.698,0.15,353.76999,-14.64,0.014,9.507
0.033,10.9,5,7.3,3.544,4.9,2,0.41,1.459,1.117,2.167,4.19,13.507,0.09,353.76999,-14.64,0.014,9.339
0.033,6.4,5,6.3,3.678,4.58,3,0.81,1.037,0.899,1.004,2.414,9.069,-0.02,353.76999,-14.64,0.014,5.425
0.033,8.8,5,6.84,3.611,4.82,8,0.5,1.259,0.922,1.606,3.063,11.409,-1.15,353.76999,-14.64,0.014,7.951
0.052,12.1,5,7.4,3.522,4.97,2,0.28,1.583,1.219,2.485,4.667,15.783,-0.18,353.76999,-14.64,0.028,10.475
0.052,12.1,5,7.4,3.522,4.97,7,0.28,1.749,1.322,2.359,4.487,15.684,-0.67,353.76999,-14.64,0.028,10.475
0.052,11.6,5,7.4,3.531,4.92,2,0.33,1.457,1.188,2.406,4.607,15.247,0.08,353.76999,-14.64,0.028,9.975
0.052,11.5,5,7.3,3.533,4.94,1,0.34,1.528,1.152,2.344,4.526,15.185,-0.05,353.76999,-14.64,0.028,9.907
0.052,10.6,5,7.3,3.55,4.88,5,0.44,1.512,1.158,2.106,4.241,14.211,-0.1,353.76999,-14.64,0.028,9.039
0.052,6.6,5,6.12,3.705,4.67,8,0.68,0.828,0.357,0.884,2.095,10.239,-0.75,353.76999,-14.64,0.028,6.31
0.052,6.2,5,5.75,3.726,4.65,8,0.71,0.752,0.258,0.835,1.922,9.771,-0.42,353.76999,-14.64,0.028,5.982
0.071,11.3,5,7.3,3.537,4.91,5,0.35,1.546,1.166,2.287,4.441,15.571,-0.14,353.76999,-14.64,0.042,9.707
0.071,11.3,5,7.3,3.537,4.92,5,0.36,1.46,1.168,2.316,4.45,15.69,0.1,353.76999,-14.64,0.042,9.707
0.071,11.3,5,7.3,3.537,4.92,7,0.36,1.611,1.23,2.282,4.307,15.532,-0.45,353.76999,-14.64,0.042,9.707
0.071,11.1,5,7.3,3.54,4.89,3,0.38,1.524,1.141,2.225,4.422,15.378,-0.05,353.76999,-14.64,0.042,9.507
0.071,11.1,5,7.3,3.54,4.91,2,0.39,1.539,1.156,2.231,4.388,15.316,-0.12,353.76999,-14.64,0.042,9.507
