# Bulbe : BC95, IMF x= 1.35 Y=0.28 Z=0.02 Age 10.0 Gyr
Dist,Mv,CL,Typ,LTef,logg,Age,Mass,B-V,U-B,V-I,V-K,V,[Fe/H],l,b,Av,Mbol
0.016,13.0,5,7.5,3.506,5.03,1,0.21,1.592,1.28,2.773,5.042,14.052,0.01,222.67,-64.65,0.0,11.312
0.016,10.3,5,7.2,3.557,4.82,1,0.47,1.483,1.163,2.028,4.143,11.268,-0.08,222.67,-64.65,0.0,8.739
0.033,13.7,5,7.65,3.493,5.0,4,0.17,1.741,1.435,2.96,5.255,16.356,-0.27,222.67,-64.65,0.014,11.948
0.033,11.2,5,7.3,3.539,4.9,7,0.37,1.54,1.16,2.249,4.373,13.741,-0.17,222.67,-64.65,0.014,9.607
0.033,10.1,5,7.2,3.561,4.83,2,0.49,1.431,1.175,1.999,3.955,12.799,0.1,222.67,-64.65,0.014,8.571
0.052,11.4,5,7.3,3.535,4.92,7,0.34,1.554,1.176,2.305,4.441,15.046,-0.19,222.67,-64.65,0.028,9.807
0.052,10.5,5,7.3,3.552,4.86,6,0.45,1.481,1.151,2.076,4.215,14.028,0.03,222.67,-64.65,0.028,8.939
0.052,1.9,5,3.4,3.93,4.22,1,1.9,0.105,0.085,0.119,0.307,5.475,-0.23,222.67,-64.65,0.028,1.787
0.052,12.6,5,7.39,3.531,5.18,8,0.15,1.824,1.232,2.824,4.175,16.177,-1.06,222.67,-64.65,0.028,10.902
0.052,6.8,5,6.21,3.695,4.68,8,0.66,0.888,0.508,0.919,2.194,10.475,-0.61,222.67,-64.65,0.028,6.469
0.071,11.1,5,7.3,3.54,4.89,2,0.38,1.512,1.133,2.222,4.436,15.423,0.01,222.67,-64.65,0.041,9.507
0.071,10.6,5,7.3,3.55,4.88,1,0.44,1.512,1.158,2.106,4.268,14.887,-0.07,222.67,-64.65,0.041,9.039
0.071,10.4,5,7.3,3.555,4.84,5,0.46,1.52,1.18,2.088,4.126,14.755,-0.23,222.67,-64.65,0.041,8.839
0.071,8.2,5,6.9,3.61,4.66,5,0.65,1.347,1.28,1.577,3.387,12.535,0.04,222.67,-64.65,0.041,6.83
0.071,8.2,5,6.7,3.61,4.69,7,0.66,1.308,1.097,1.563,3.201,12.547,-0.57,222.67,-64.65,0.041,6.862
0.071,4.9,5,5.4,3.75,4.42,6,0.96,0.677,0.15,0.757,1.688,9.149,-0.16,222.67,-64.65,0.041,4.215
0.071,4.4,5,5.0,3.78,4.42,2,1.15,0.583,0.065,0.64,1.432,8.621,0.05,222.67,-64.65,0.041,3.81
0.071,3.3,5,4.5,3.81,4.19,3,1.33,0.482,0.013,0.525,1.117,7.571,0.05,222.67,-64.65,0.041,2.806
0.091,10.6,5,7.3,3.55,4.88,4,0.44,1.443,1.132,2.124,4.156,15.426,0.16,222.67,-64.65,0.053,9.039
0.091,10.3,5,7.2,3.557,4.84,2,0.47,1.504,1.179,2.054,4.175,15.06,-0.11,222.67,-64.65,0.053,8.771
0.091,10.3,5,7.2,3.557,4.82,7,0.47,1.53,1.193,2.087,4.039,15.111,-0.36,222.67,-64.65,0.053,8.739
0.091,9.9,5,7.2,3.565,4.78,7,0.5,1.497,1.203,1.986,3.933,14.843,-0.31,222.67,-64.65,0.053,8.371
0.091,9.7,5,7.15,3.57,4.79,5,0.53,1.477,1.213,1.928,3.921,14.505,-0.21,222.67,-64.65,0.053,8.203
0.091,9.0,5,7.0,3.587,4.75,4,0.59,1.393,1.278,1.779,3.613,13.873,0.17,222.67,-64.65,0.053,7.566
0.091,9.0,5,7.0,3.587,4.75,6,0.59,1.421,1.206,1.784,3.637,13.928,-0.31,222.67,-64.65,0.053,7.566
0.091,8.1,5,6.7,3.613,4.66,3,0.65,1.339,1.28,1.553,3.325,12.851,0.05,222.67,-64.65,0.053,6.762
0.091,7.7,5,6.7,3.626,4.63,2,0.69,1.281,1.194,1.415,3.187,12.493,-0.13,222.67,-64.65,0.053,6.393
0.091,6.7,5,6.4,3.664,4.57,2,0.75,1.121,1.015,1.123,2.621,11.534,-0.04,222.67,-64.65,0.053,5.595
0.091,6.0,5,6.1,3.697,4.57,7,0.86,0.89,0.491,0.921,2.196,10.927,-0.61,222.67,-64.65,0.053,5.155
0.091,5.4,5,5.8,3.728,4.51,3,0.95,0.783,0.351,0.839,1.925,10.266,-0.1,222.67,-64.65,0.053,4.651
0.091,4.5,5,5.0,3.77,4.42,5,1.08,0.603,0.048,0.683,1.527,9.419,-0.15,222.67,-64.65,0.053,3.879
0.091,9.4,5,6.95,3.596,4.89,8,0.44,1.364,1.076,1.834,3.351,14.173,-0.82,222.67,-64.65,0.053,8.405
0.111,10.3,5,7.2,3.557,4.82,4,0.47,1.524,1.191,2.079,4.098,15.545,-0.26,222.67,-64.65,0.064,8.739
0.111,9.9,5,7.2,3.565,4.78,5,0.5,1.504,1.205,1.995,3.915,15.228,-0.35,222.67,-64.65,0.064,8.371
0.111,9.9,5,7.2,3.565,4.79,2,0.51,1.485,1.206,1.968,4.065,15.241,-0.1,222.67,-64.65,0.064,8.371
0.111,9.3,5,7.1,3.58,4.74,2,0.56,1.445,1.25,1.831,3.917,14.508,0.01,222.67,-64.65,0.064,7.834
0.111,9.2,5,7.1,3.582,4.74,4,0.57,1.414,1.263,1.821,3.688,14.523,0.1,222.67,-64.65,0.064,7.734
0.111,8.7,5,7.0,3.595,4.7,2,0.61,1.405,1.277,1.712,3.698,13.989,0.01,222.67,-64.65,0.064,7.298
0.111,7.4,5,6.5,3.637,4.62,2,0.72,1.247,1.169,1.338,3.048,12.649,-0.09,222.67,-64.65,0.064,6.125
0.111,6.1,5,6.2,3.692,4.56,5,0.85,0.977,0.753,0.961,2.288,11.294,-0.03,222.67,-64.65,0.064,5.19
0.111,4.7,5,5.3,3.76,4.41,6,1.0,0.677,0.197,0.734,1.596,9.898,0.18,222.67,-64.65,0.064,4.047
0.111,5.1,5,5.5,3.745,4.49,2,1.02,0.75,0.325,0.795,1.752,10.303,0.22,222.67,-64.65,0.064,4.415
0.111,4.7,5,5.2,3.77,4.46,4,1.05,0.624,0.099,0.688,1.533,10.007,0.02,222.67,-64.65,0.064,4.079
0.111,0.5,3,6.1,3.67,2.47,4,1.65,1.145,0.993,1.035,2.501,5.768,-0.1,222.67,-64.65,0.064,-0.511
0.111,8.0,5,6.64,3.638,4.75,8,0.57,1.203,1.024,1.306,2.894,13.306,-0.44,222.67,-64.65,0.064,7.368
0.111,7.2,5,6.37,3.674,4.71,8,0.63,0.979,0.598,1.01,2.45,12.395,-1.08,222.67,-64.65,0.064,6.779
0.111,5.0,5,4.95,3.777,4.48,8,0.82,0.521,-0.14,0.661,1.51,10.338,-0.89,222.67,-64.65,0.064,4.893
0.131,9.6,5,7.15,3.572,4.77,3,0.53,1.456,1.237,1.896,3.973,15.251,0.03,222.67,-64.65,0.072,8.103
0.131,9.3,5,7.1,3.58,4.74,3,0.56,1.45,1.251,1.834,3.941,14.976,0.0,222.67,-64.65,0.072,7.834
0.131,9.2,5,7.1,3.582,4.74,3,0.57,1.444,1.254,1.815,3.909,14.878,0.0,222.67,-64.65,0.072,7.734
0.131,8.6,5,7.0,3.598,4.71,5,0.62,1.4,1.283,1.695,3.653,14.349,0.02,222.67,-64.65,0.072,7.198
0.131,8.3,5,6.9,3.607,4.68,3,0.65,1.359,1.318,1.626,3.306,13.876,0.14,222.67,-64.65,0.072,6.93
0.131,8.3,5,6.9,3.607,4.68,7,0.65,1.369,1.257,1.616,3.525,13.988,-0.08,222.67,-64.65,0.072,6.93
0.131,8.0,5,6.7,3.616,4.66,4,0.67,1.339,1.262,1.525,3.429,13.728,0.0,222.67,-64.65,0.072,6.662
0.131,7.6,5,6.5,3.63,4.65,2,0.7,1.288,1.272,1.406,3.035,13.231,0.13,222.67,-64.65,0.072,6.325
0.131,7.4,5,6.5,3.637,4.62,5,0.72,1.267,1.274,1.357,2.976,13.149,0.21,222.67,-64.65,0.072,6.125
0.131,7.3,5,6.5,3.641,4.63,4,0.72,1.238,1.165,1.316,3.004,12.89,-0.06,222.67,-64.65,0.072,6.065
0.131,6.9,5,6.5,3.656,4.58,3,0.75,1.174,1.093,1.198,2.746,12.63,-0.03,222.67,-64.65,0.072,5.73
0.131,6.8,5,6.4,3.66,4.61,4,0.77,1.159,1.106,1.178,2.707,12.359,0.1,222.67,-64.65,0.072,5.695
0.131,6.6,5,6.3,3.669,4.59,4,0.77,1.116,1.043,1.11,2.595,12.274,0.11,222.67,-64.65,0.072,5.56
0.131,6.3,5,6.3,3.682,4.54,4,0.79,1.052,0.943,1.025,2.419,11.928,0.18,222.67,-64.65,0.072,5.325
0.131,5.5,5,5.8,3.723,4.47,4,0.87,0.814,0.403,0.863,1.998,11.165,-0.09,222.67,-64.65,0.072,4.751
0.131,5.5,5,5.8,3.723,4.48,6,0.89,0.794,0.333,0.863,1.995,11.068,-0.29,222.67,-64.65,0.072,4.751
0.131,5.8,5,6.0,3.707,4.56,7,0.9,0.895,0.573,0.909,2.139,11.488,-0.09,222.67,-64.65,0.072,5.02
0.131,5.3,5,5.6,3.734,4.49,5,0.94,0.776,0.35,0.833,1.884,10.886,0.03,222.67,-64.65,0.072,4.583
0.131,5.2,5,5.6,3.74,4.48,5,0.94,0.712,0.172,0.812,1.823,10.845,-0.35,222.67,-64.65,0.072,4.483
0.131,5.0,5,5.5,3.75,4.46,5,0.97,0.704,0.211,0.771,1.715,10.568,0.0,222.67,-64.65,0.072,4.315
0.131,2.9,4,4.8,3.78,3.87,5,1.33,0.571,0.036,0.653,1.459,8.576,-0.14,222.67,-64.65,0.072,2.391
0.151,8.5,5,7.0,3.601,4.68,4,0.62,1.393,1.296,1.676,3.592,14.371,0.02,222.67,-64.65,0.079,7.098
