# Bulbe : BC95, IMF x= 1.35 Y=0.28 Z=0.02 Age 10.0 Gyr
Dist,Mv,CL,Typ,LTef,logg,Age,Mass,B-V,U-B,V-I,V-K,V,[Fe/H],l,b,Av,Mbol
0.016,10.6,5,7.3,3.55,4.88,4,0.44,1.493,1.143,2.082,4.256,11.583,-0.02,119.2,45.91,0.0,9.039
0.033,13.6,5,7.6,3.495,5.07,7,0.18,1.735,1.432,2.934,5.216,16.26,-0.25,119.2,45.91,0.013,11.88
0.033,12.4,5,7.5,3.516,4.98,5,0.25,1.544,1.206,2.615,4.842,14.958,0.01,119.2,45.91,0.013,10.744
0.052,12.0,5,7.4,3.524,4.97,6,0.29,1.53,1.161,2.502,4.688,15.566,-0.01,119.2,45.91,0.026,10.375
0.052,11.3,5,7.3,3.537,4.91,7,0.35,1.577,1.197,2.278,4.353,14.976,-0.31,119.2,45.91,0.026,9.707
0.052,11.3,5,7.3,3.537,4.92,6,0.36,1.535,1.156,2.281,4.442,14.923,-0.11,119.2,45.91,0.026,9.707
0.052,3.9,5,4.6,3.8,4.36,1,1.24,0.516,0.032,0.556,1.21,7.479,0.1,119.2,45.91,0.026,3.374
0.071,11.2,5,7.3,3.539,4.9,5,0.37,1.591,1.209,2.266,4.295,15.532,-0.39,119.2,45.91,0.038,9.607
0.071,8.3,5,6.9,3.607,4.68,5,0.65,1.36,1.258,1.602,3.514,12.527,-0.04,119.2,45.91,0.038,6.93
0.071,7.4,5,6.5,3.637,4.62,3,0.72,1.249,1.21,1.334,2.999,11.627,0.05,119.2,45.91,0.038,6.125
0.071,6.5,5,6.3,3.673,4.58,6,0.81,1.061,0.919,1.044,2.491,10.77,-0.1,119.2,45.91,0.038,5.46
0.071,4.9,5,5.4,3.74,4.35,7,0.93,0.689,0.127,0.797,1.788,9.301,-0.45,119.2,45.91,0.038,4.183
0.071,3.2,5,4.5,3.81,4.16,4,1.37,0.482,0.018,0.523,1.113,7.568,0.06,119.2,45.91,0.038,2.706
0.071,3.2,5,4.2,3.84,4.3,1,1.44,0.385,-0.002,0.412,0.823,7.6,0.09,119.2,45.91,0.038,2.801
0.071,6.8,5,6.21,3.695,4.68,8,0.66,0.885,0.482,0.92,2.2,11.145,-0.7,119.2,45.91,0.038,6.469
0.091,10.6,5,7.3,3.55,4.88,6,0.44,1.555,1.192,2.158,4.114,15.406,-0.39,119.2,45.91,0.049,9.039
0.091,9.7,5,7.15,3.57,4.79,7,0.53,1.492,1.201,1.952,3.744,14.554,-0.49,119.2,45.91,0.049,8.203
0.091,9.5,5,7.1,3.575,4.79,4,0.55,1.422,1.241,1.871,3.8,14.251,0.12,119.2,45.91,0.049,8.034
0.091,8.1,5,6.7,3.613,4.66,6,0.66,1.342,1.268,1.548,3.418,12.995,0.02,119.2,45.91,0.049,6.762
0.091,7.7,5,6.7,3.626,4.63,3,0.68,1.284,1.206,1.414,3.204,12.62,-0.09,119.2,45.91,0.049,6.393
