# Bulbe : BC95, IMF x= 1.35 Y=0.28 Z=0.02 Age 10.0 Gyr
Dist,Mv,CL,Typ,LTef,logg,Age,Mass,B-V,U-B,V-I,V-K,V,[Fe/H],l,b,Av,Mbol
0.016,7.1,5,6.5,3.648,4.58,3,0.72,1.192,1.165,1.24,2.786,8.13,0.1,212.48,7.97,0.0,5.865
0.033,13.4,5,7.6,3.499,5.04,4,0.19,1.675,1.359,2.882,5.174,15.955,-0.1,212.48,7.97,0.014,11.68
0.033,12.7,5,7.5,3.511,4.99,5,0.22,1.624,1.288,2.66,4.869,15.365,-0.18,212.48,7.97,0.014,11.044
0.033,11.1,5,7.3,3.54,4.89,7,0.38,1.602,1.213,2.239,4.181,13.806,-0.53,212.48,7.97,0.014,9.507
0.033,8.5,5,7.0,3.601,4.68,6,0.62,1.352,1.174,1.652,3.389,11.034,-0.38,212.48,7.97,0.014,7.098
0.052,11.9,5,7.4,3.525,4.95,2,0.3,1.529,1.157,2.465,4.644,15.529,-0.04,212.48,7.97,0.027,10.275
0.052,11.8,5,7.4,3.527,4.94,3,0.3,1.424,1.208,2.481,4.768,15.408,0.16,212.48,7.97,0.027,10.175
0.052,9.5,5,7.15,3.575,4.76,6,0.54,1.458,1.211,1.874,3.783,13.175,-0.29,212.48,7.97,0.027,8.003
0.052,7.8,5,6.7,3.623,4.66,4,0.69,1.297,1.258,1.448,3.144,11.382,0.07,212.48,7.97,0.027,6.493
0.071,10.6,5,7.3,3.55,4.88,2,0.44,1.505,1.152,2.098,4.296,14.861,-0.02,212.48,7.97,0.041,9.039
0.071,10.5,5,7.3,3.552,4.86,2,0.45,1.473,1.153,2.087,4.182,14.83,0.05,212.48,7.97,0.041,8.939
0.071,10.3,5,7.2,3.557,4.84,5,0.47,1.508,1.18,2.059,4.125,14.615,-0.18,212.48,7.97,0.041,8.771
0.071,8.1,5,6.7,3.613,4.66,4,0.66,1.329,1.33,1.552,3.229,12.497,0.25,212.48,7.97,0.041,6.762
0.071,7.6,5,6.5,3.63,4.65,6,0.7,1.247,1.123,1.377,3.045,11.911,-0.27,212.48,7.97,0.041,6.325
0.071,7.0,5,6.5,3.652,4.61,3,0.75,1.188,1.135,1.222,2.779,11.239,0.03,212.48,7.97,0.041,5.83
0.071,2.7,4,4.6,3.82,4.02,3,1.5,0.444,0.017,0.488,1.009,6.961,0.04,212.48,7.97,0.041,2.287
0.071,9.0,5,6.88,3.606,4.85,8,0.49,1.305,1.02,1.697,3.196,13.25,-0.88,212.48,7.97,0.041,8.101
0.091,10.7,5,7.3,3.548,4.86,4,0.42,1.503,1.145,2.123,4.317,15.526,0.01,212.48,7.97,0.054,9.139
0.091,10.7,5,7.3,3.548,4.87,7,0.43,1.591,1.2,2.151,4.058,15.627,-0.62,212.48,7.97,0.054,9.139
0.091,10.5,5,7.3,3.552,4.86,3,0.45,1.494,1.159,2.085,4.256,15.361,0.02,212.48,7.97,0.054,8.939
0.091,10.2,5,7.2,3.559,4.85,5,0.48,1.444,1.174,2.038,4.026,15.068,0.12,212.48,7.97,0.054,8.671
0.091,10.0,5,7.2,3.563,4.81,6,0.5,1.445,1.195,1.99,3.982,14.931,0.09,212.48,7.97,0.054,8.471
0.091,9.6,5,7.15,3.572,4.78,5,0.54,1.467,1.223,1.896,3.938,14.505,-0.13,212.48,7.97,0.054,8.103
0.091,9.5,5,7.1,3.575,4.79,5,0.55,1.459,1.231,1.87,3.934,14.4,-0.09,212.48,7.97,0.054,8.034
0.111,10.2,5,7.2,3.559,4.85,3,0.48,1.496,1.185,2.028,4.205,15.497,-0.02,212.48,7.97,0.068,8.671
0.111,10.2,5,7.2,3.559,4.85,5,0.48,1.506,1.19,2.041,4.146,15.463,-0.13,212.48,7.97,0.068,8.671
0.111,10.1,5,7.2,3.561,4.83,2,0.49,1.506,1.197,2.027,4.078,15.331,-0.19,212.48,7.97,0.068,8.571
0.111,10.1,5,7.2,3.561,4.83,3,0.49,1.441,1.185,2.021,4.016,15.463,0.13,212.48,7.97,0.068,8.571
0.111,10.0,5,7.2,3.563,4.81,6,0.5,1.483,1.199,1.982,4.156,15.363,0.0,212.48,7.97,0.068,8.471
0.111,9.9,5,7.2,3.565,4.79,5,0.51,1.446,1.208,1.972,3.968,15.271,0.09,212.48,7.97,0.068,8.371
0.111,9.8,5,7.15,3.568,4.81,3,0.52,1.436,1.215,1.951,3.918,15.095,0.12,212.48,7.97,0.068,8.303
0.111,9.5,5,7.1,3.575,4.79,2,0.55,1.432,1.245,1.878,3.82,14.715,0.09,212.48,7.97,0.068,8.034
0.111,7.2,5,6.5,3.644,4.61,2,0.72,1.235,1.222,1.301,2.89,12.459,0.15,212.48,7.97,0.068,5.965
0.111,7.1,5,6.5,3.648,4.64,2,0.75,1.201,1.115,1.257,2.861,12.442,-0.09,212.48,7.97,0.068,5.93
0.111,6.0,5,6.1,3.697,4.57,5,0.86,0.955,0.714,0.943,2.233,11.261,0.01,212.48,7.97,0.068,5.155
0.111,5.9,5,6.1,3.701,4.56,1,0.89,0.924,0.641,0.922,2.179,11.14,-0.04,212.48,7.97,0.068,5.055
0.111,5.5,5,5.8,3.723,4.49,2,0.91,0.838,0.49,0.871,1.996,10.838,0.13,212.48,7.97,0.068,4.751
0.111,5.5,5,5.8,3.723,4.5,3,0.92,0.819,0.429,0.861,1.996,10.84,-0.02,212.48,7.97,0.068,4.751
0.111,4.7,5,5.2,3.75,4.35,7,0.96,0.693,0.179,0.768,1.71,10.002,-0.09,212.48,7.97,0.068,4.015
0.111,4.4,5,5.0,3.77,4.37,6,1.05,0.62,0.087,0.689,1.536,9.693,-0.03,212.48,7.97,0.068,3.779
0.111,2.9,5,4.2,3.84,4.21,3,1.47,0.393,0.015,0.422,0.846,8.181,0.11,212.48,7.97,0.068,2.501
0.111,0.7,3,3.8,3.88,3.65,2,2.29,0.252,0.188,0.26,0.582,6.05,0.13,212.48,7.97,0.068,0.431
0.111,10.0,5,7.04,3.583,4.95,8,0.37,1.441,1.188,2.028,3.652,15.336,-0.39,212.48,7.97,0.068,8.867
0.111,6.4,5,5.93,3.716,4.66,8,0.7,0.793,0.284,0.875,2.046,11.669,-0.66,212.48,7.97,0.068,6.148
0.131,9.9,5,7.2,3.565,4.79,2,0.51,1.424,1.201,1.979,4.008,15.475,0.21,212.48,7.97,0.081,8.371
0.131,9.7,5,7.15,3.57,4.78,6,0.52,1.478,1.226,1.926,4.031,15.263,-0.08,212.48,7.97,0.081,8.203
0.131,9.5,5,7.1,3.575,4.79,5,0.55,1.471,1.231,1.888,3.898,15.215,-0.18,212.48,7.97,0.081,8.034
0.131,9.3,5,7.1,3.58,4.74,2,0.56,1.45,1.254,1.838,3.933,14.981,0.01,212.48,7.97,0.081,7.834
0.131,8.3,5,6.9,3.607,4.67,1,0.64,1.363,1.23,1.62,3.473,14.004,-0.19,212.48,7.97,0.081,6.93
0.131,7.1,5,6.5,3.648,4.64,3,0.75,1.217,1.16,1.268,2.882,12.742,0.02,212.48,7.97,0.081,5.93
0.131,6.8,5,6.4,3.66,4.62,2,0.78,1.16,1.091,1.177,2.709,12.509,0.05,212.48,7.97,0.081,5.695
0.131,6.4,5,6.3,3.678,4.58,5,0.81,1.044,0.874,1.027,2.468,11.976,-0.14,212.48,7.97,0.081,5.425
0.131,6.1,5,6.2,3.692,4.54,6,0.81,0.974,0.727,0.965,2.299,11.707,-0.11,212.48,7.97,0.081,5.19
0.131,6.1,5,6.2,3.692,4.57,7,0.86,0.923,0.549,0.952,2.279,11.708,-0.62,212.48,7.97,0.081,5.19
0.131,5.5,5,5.8,3.723,4.49,3,0.91,0.821,0.423,0.866,2.007,11.208,-0.05,212.48,7.97,0.081,4.751
0.131,4.5,5,5.0,3.76,4.34,7,1.01,0.633,0.051,0.732,1.622,10.137,-0.29,212.48,7.97,0.081,3.847
0.131,4.5,5,5.0,3.76,4.34,7,1.02,0.626,0.03,0.732,1.624,10.107,-0.37,212.48,7.97,0.081,3.847
0.131,4.8,5,5.3,3.76,4.44,4,1.04,0.674,0.165,0.74,1.618,10.433,0.09,212.48,7.97,0.081,4.147
0.131,3.8,5,4.6,3.8,4.34,2,1.25,0.555,0.089,0.583,1.254,9.556,0.27,212.48,7.97,0.081,3.274
0.131,3.6,5,4.6,3.8,4.24,3,1.26,0.527,0.035,0.578,1.261,9.229,0.04,212.48,7.97,0.081,3.074
0.131,2.4,5,3.7,3.89,4.25,2,1.69,0.259,0.092,0.286,0.587,7.996,0.01,212.48,7.97,0.081,2.16
0.131,1.5,5,3.2,3.97,4.24,1,2.17,0.04,0.029,0.029,0.111,7.225,0.05,212.48,7.97,0.081,1.486
0.131,-0.8,3,3.1,3.99,3.51,2,3.36,-0.025,-0.043,-0.016,0.01,4.822,-0.01,212.48,7.97,0.081,-0.804
0.131,9.2,5,6.91,3.601,4.87,8,0.47,1.352,1.091,1.783,3.338,14.948,-0.71,212.48,7.97,0.081,8.252
0.131,7.4,5,6.44,3.665,4.72,8,0.62,1.066,0.83,1.114,2.61,13.052,-0.57,212.48,7.97,0.081,6.93
0.131,4.8,5,4.87,3.783,4.43,8,0.84,0.513,-0.124,0.647,1.468,10.443,-0.81,212.48,7.97,0.081,4.698
0.151,9.0,5,7.0,3.587,4.74,2,0.58,1.411,1.282,1.795,3.627,14.954,0.11,212.48,7.97,0.094,7.566
0.151,8.9,5,7.0,3.59,4.72,5,0.59,1.4,1.303,1.775,3.618,14.787,0.2,212.48,7.97,0.094,7.466
0.151,8.9,5,7.0,3.59,4.72,6,0.59,1.43,1.266,1.766,3.806,14.956,-0.03,212.48,7.97,0.094,7.466
0.151,8.8,5,7.0,3.593,4.7,4,0.6,1.423,1.279,1.744,3.782,14.778,0.0,212.48,7.97,0.094,7.366
0.151,8.8,5,7.0,3.593,4.7,5,0.6,1.423,1.274,1.745,3.776,14.692,-0.02,212.48,7.97,0.094,7.366
0.151,8.4,5,6.9,3.604,4.69,7,0.63,1.391,1.284,1.653,3.623,14.296,-0.02,212.48,7.97,0.094,7.03
0.151,8.2,5,6.9,3.61,4.66,3,0.65,1.36,1.245,1.595,3.475,14.152,-0.12,212.48,7.97,0.094,6.83
0.151,8.0,5,6.7,3.616,4.65,2,0.66,1.337,1.317,1.543,3.221,14.037,0.16,212.48,7.97,0.094,6.662
0.151,7.7,5,6.7,3.626,4.63,6,0.68,1.28,1.159,1.43,3.153,13.672,-0.25,212.48,7.97,0.094,6.393
0.151,7.4,5,6.5,3.637,4.62,2,0.72,1.267,1.229,1.359,3.029,13.322,0.06,212.48,7.97,0.094,6.125
0.151,7.2,5,6.5,3.644,4.62,7,0.74,1.186,1.014,1.284,2.867,13.119,-0.43,212.48,7.97,0.094,5.965
0.151,6.8,5,6.4,3.66,4.6,6,0.75,1.14,1.007,1.169,2.704,12.814,-0.18,212.48,7.97,0.094,5.695
0.151,6.7,5,6.4,3.664,4.59,6,0.78,1.129,1.012,1.139,2.655,12.701,-0.08,212.48,7.97,0.094,5.595
0.151,6.5,5,6.3,3.673,4.58,7,0.8,1.022,0.746,1.045,2.513,12.422,-0.63,212.48,7.97,0.094,5.46
0.151,5.5,5,5.8,3.723,4.49,3,0.91,0.836,0.468,0.878,2.019,11.507,0.06,212.48,7.97,0.094,4.751
0.151,4.9,5,5.4,3.76,4.45,5,1.01,0.651,0.089,0.737,1.634,10.864,-0.18,212.48,7.97,0.094,4.247
0.151,3.9,5,4.7,3.79,4.31,4,1.19,0.538,-0.014,0.624,1.389,9.786,-0.25,212.48,7.97,0.094,3.342
0.151,3.5,5,4.7,3.79,4.12,6,1.19,0.528,-0.029,0.623,1.389,9.58,-0.34,212.48,7.97,0.094,2.942
0.151,3.7,5,4.6,3.8,4.26,4,1.23,0.536,0.049,0.583,1.27,9.643,0.09,212.48,7.97,0.094,3.174
0.151,3.6,5,4.6,3.8,4.24,3,1.26,0.527,0.029,0.584,1.275,9.578,0.0,212.48,7.97,0.094,3.074
0.151,3.5,5,4.5,3.81,4.27,3,1.3,0.5,0.022,0.547,1.166,9.384,0.05,212.48,7.97,0.094,3.006
0.151,-0.4,3,6.5,3.61,1.65,4,1.67,1.414,1.563,1.533,3.394,5.611,-0.12,212.48,7.97,0.094,-1.791
0.151,9.0,5,6.88,3.606,4.85,8,0.49,1.315,1.005,1.719,3.219,14.899,-1.0,212.48,7.97,0.094,8.101
0.151,7.0,5,6.29,3.684,4.7,8,0.65,0.919,0.365,0.97,2.336,12.919,-1.59,212.48,7.97,0.094,6.625
0.171,9.1,5,7.0,3.585,4.77,5,0.58,1.448,1.235,1.822,3.782,15.268,-0.2,212.48,7.97,0.106,7.666
0.171,8.2,5,6.9,3.61,4.66,1,0.65,1.371,1.291,1.602,3.495,14.493,0.02,212.48,7.97,0.106,6.83
0.171,8.2,5,6.9,3.61,4.66,4,0.65,1.359,1.228,1.601,3.448,14.525,-0.19,212.48,7.97,0.106,6.83
0.171,8.0,5,6.7,3.616,4.66,6,0.67,1.341,1.312,1.549,3.227,14.21,0.14,212.48,7.97,0.106,6.662
0.171,7.6,5,6.5,3.63,4.64,3,0.69,1.297,1.235,1.409,3.24,13.792,-0.02,212.48,7.97,0.106,6.325
0.171,7.1,5,6.5,3.648,4.63,7,0.73,1.158,0.943,1.252,2.82,13.466,-0.59,212.48,7.97,0.106,5.93
0.171,7.0,5,6.5,3.652,4.6,3,0.73,1.228,1.222,1.265,2.85,13.292,0.21,212.48,7.97,0.106,5.83
0.171,7.2,5,6.5,3.644,4.62,3,0.74,1.241,1.185,1.306,2.97,13.435,0.02,212.48,7.97,0.106,5.965
0.171,5.2,5,5.6,3.74,4.49,5,0.96,0.739,0.234,0.826,1.853,11.52,-0.19,212.48,7.97,0.106,4.483
0.171,4.9,5,5.4,3.75,4.43,5,0.99,0.714,0.217,0.784,1.745,11.07,-0.01,212.48,7.97,0.106,4.215
0.171,4.8,5,5.3,3.76,4.43,5,1.02,0.662,0.113,0.743,1.643,11.111,-0.11,212.48,7.97,0.106,4.147
0.171,4.4,5,5.0,3.78,4.42,2,1.15,0.603,0.08,0.667,1.491,10.635,0.05,212.48,7.97,0.106,3.81
0.171,4.2,5,4.8,3.79,4.4,2,1.19,0.564,0.042,0.627,1.394,10.5,-0.01,212.48,7.97,0.106,3.642
0.171,4.1,5,4.8,3.79,4.38,2,1.2,0.589,0.094,0.627,1.383,10.345,0.18,212.48,7.97,0.106,3.542
0.171,3.8,5,4.6,3.8,4.33,4,1.22,0.531,0.026,0.59,1.289,10.155,-0.01,212.48,7.97,0.106,3.274
0.171,3.6,5,4.5,3.81,4.31,3,1.29,0.501,0.016,0.554,1.181,9.882,0.01,212.48,7.97,0.106,3.106
0.171,3.7,5,4.5,3.81,4.34,1,1.3,0.506,0.024,0.553,1.178,9.957,0.06,212.48,7.97,0.106,3.206
0.171,6.0,5,5.58,3.737,4.63,8,0.73,0.708,0.113,0.833,1.881,12.221,-0.68,212.48,7.97,0.106,5.812
0.191,8.5,5,7.0,3.601,4.68,5,0.63,1.393,1.227,1.694,3.54,15.047,-0.28,212.48,7.97,0.119,7.098
0.191,8.2,5,6.9,3.61,4.66,7,0.65,1.341,1.151,1.607,3.308,14.667,-0.46,212.48,7.97,0.119,6.83
0.191,7.9,5,6.7,3.62,4.67,6,0.67,1.309,1.152,1.509,3.229,14.514,-0.34,212.48,7.97,0.119,6.593
0.191,7.9,5,6.7,3.62,4.68,2,0.68,1.338,1.343,1.523,3.218,14.43,0.27,212.48,7.97,0.119,6.593
0.191,7.5,5,6.5,3.633,4.63,5,0.71,1.304,1.337,1.404,3.061,13.954,0.31,212.48,7.97,0.119,6.225
0.191,6.8,5,6.4,3.66,4.61,2,0.76,1.168,1.078,1.187,2.736,13.37,-0.01,212.48,7.97,0.119,5.695
0.191,6.4,5,6.3,3.678,4.58,7,0.81,1.043,0.841,1.038,2.497,12.955,-0.26,212.48,7.97,0.119,5.425
0.191,6.3,5,6.3,3.682,4.56,3,0.83,1.06,0.929,1.038,2.461,12.827,0.12,212.48,7.97,0.119,5.325
