,RA,DEC,ECLONG,ECLAT,V,Ks,TESSMAG,TEFF,RADIUS,MASS,CONTRATIO,SELECTED,tess_ccd,obs_len,isMdwarf,cosi,noise_level,Nplanets,planetRadius,planetPeriod,starID,T0,Ntransits,ars,ecc,rprs,impact,duration,duration_correction,transit_depth,transit_depth_diluted,nsectors
5286,326.912914,-65.060921,301.7057910000001,-47.762939,8.9890003,7.610000099999999,8.5080004,5917.0,1.1899600000000001,1.07726,0.00036484475,True,2,27.4,False,0.11037071172910562,107.75311707723513,3,3.416850793957056,2.404466516434673,4190,1.1536291906864435,11.0,6.509134145350318,0.16480176509062608,0.02628766430693204,0.6746608309946458,0.09171355751061676,1.4836190145232038,691.0412947139488,690.7892638776666,1.0
5362,129.460791,-75.06734499999997,230.940837,-74.93568999999998,7.8850002,7.396999799999999,7.723,7706.0,1.9452200000000002,1.8114001,0.094674766,True,4,137.0,False,0.04459526330870656,85.21031965452401,1,1.7516298779296535,6.388695583500602,4295,5.78436688165089,21.0,9.08337234766113,0.06757148940629489,0.008243885798236691,0.4293981504024131,0.204780460133476,2.216919268535376,67.96165305436861,62.08387656792722,5.0
5496,268.689873,61.09328100000001,263.375469,84.502429,11.220999999999998,9.6289997,10.64,5618.0,1.0718299999999998,0.99456197,0.0083038965,True,4,328.7999999999999,False,0.009834907944046734,280.17943084061403,1,1.8796471470047558,9.314311065131617,4499,7.388412580509319,35.0,17.35620551200784,0.05910003751862256,0.016054943070103044,0.16639145137135306,0.17132590033906842,2.027762710017531,257.76119698424975,255.6384021513595,12.0
5616,102.679825,-62.93238100000001,152.002939,-83.50472499999998,10.823,9.477999699999998,10.335999999999999,6106.0,1.2779599,1.1490109,0.044227906,True,4,328.7999999999999,False,0.04363972279012096,239.02275484861406,2,2.391366624028165,11.2720460859183,4699,8.12121386353351,29.0,17.345849651648727,0.13812172649446394,0.017131180284277975,0.6568870295781729,0.16084044251880372,1.9647316917206,293.4773379324344,281.04720841700475,12.0
5725,83.41698599999998,-67.482353,337.26,-87.271411,11.847999999999999,10.307,11.269,6469.0,0.86545497,1.316782,0.18788844,True,4,328.7999999999999,False,0.03167215957995373,397.6606959460329,1,2.068889309226638,13.135507575693461,4838,3.3943706259648216,25.0,29.68207841249883,0.1826663631665081,0.021885230638827892,0.7444596015253175,0.09866700773156642,1.5388333845993831,478.9633201146909,403.205641191938,12.0
6156,241.510827,10.951924,236.81752000000003,31.168043,10.349,8.911999699999997,9.816,6067.0,1.13957,1.1328368999999998,0.00021243379,True,2,27.4,False,0.04417965287581616,185.05381218415025,1,2.2253461575183464,4.513178793579448,5454,0.14461936566213365,7.0,10.517343660518117,0.08041536975285933,0.01787783468508338,0.4260978637361988,0.12655309839455295,1.7427777716821131,319.6169730271704,319.54909000288995,1.0
6243,110.137426,-49.06464,130.523191,-69.686205,11.181,9.796999900000001,10.65,6445.0,1.03262,1.3053752,0.018547492,True,3,82.19999999999997,False,0.00895070870145087,281.67961100783486,2,3.9502225409659006,9.367415686910084,5554,9.263878000804493,8.0,19.799491342266897,0.006729226989404806,0.03502187383794892,0.17837057923894176,0.15361304345352522,1.9200815198539367,1226.5316471212109,1204.1968163043805,3.0
6370,228.64976,68.893578,152.646104,74.463351,10.659,8.802,9.991000199999998,5291.0,0.94904202,0.90879798,0.0096834656,True,4,109.6,False,0.0051179012039701535,201.236983377279,1,2.1653162328817057,11.847018141781554,5730,6.53095899254519,9.0,22.32951529571143,0.0915106390330895,0.02088787397636199,0.10363436898358046,0.17157900431911,2.0292599891730583,436.3032792523804,432.11887102965403,4.0
6377,221.185647,49.924149,189.902715,60.53843199999999,10.585999999999999,8.963000300000003,9.9919996,5577.0,1.05641,0.98429,0.019744597,True,3,54.8,False,0.0063109195189426925,201.3347215338359,1,2.004563806820108,2.8912987133277173,5738,1.8640601502393863,19.0,8.045259936450918,0.0434700526366302,0.01737183636224391,0.04865831163169669,0.11656167378104693,1.67256694058717,301.7806985965796,295.93753130381094,2.0
6397,77.61148399999998,-57.533276,51.625866,-79.30880899999998,10.868,9.484000199999999,10.372,5976.0,1.21612,1.0977197,0.010242778000000001,True,4,356.2,False,0.14192601992515042,243.47672888617802,4,1.2765059562088077,1.381633877843505,5777,0.03363833183098824,258.0,4.429815333558513,0.06306191449063113,0.009609587893539807,0.6331796995879013,0.0792984979982952,1.3795520838152813,92.34417948366684,91.4079085687528,13.0
6398,77.61148399999998,-57.533276,51.625866,-79.30880899999998,10.868,9.484000199999999,10.372,5976.0,1.21612,1.0977197,0.010242778000000001,True,4,356.2,False,0.14192601992515042,243.47672888617802,4,1.8436932048449075,4.65806951053155,5777,2.750904691204127,76.0,9.960036952623096,0.27923810481406325,0.013879396186523636,0.9295052046973488,0.06091442631471305,1.2091096854930543,192.6376385024868,190.68449950600566,13.0
6400,79.422094,-55.37907,60.595622,-77.735355,11.065,9.0,10.312999999999999,5063.0,0.8723700000000001,0.84598285,0.01198593,True,4,274.0,False,0.01072140964418733,236.23163609704116,1,1.7380517298372022,15.76262222861457,5778,10.585376009062962,17.0,28.692938451293124,0.11788883231007735,0.01823981061551817,0.2682602213826267,0.17180785970039605,2.030612871231123,332.69069128996927,328.7503130502706,10.0
6465,184.289351,-78.75753,244.27545299999997,-63.390003,10.495,8.951999699999998,9.930000300000001,5683.0,1.09633,1.01089,0.08535456699999999,True,3,54.8,False,0.027518529973334482,195.38866483362227,3,3.8643559950523914,8.052322792778599,5865,4.3682975287662735,7.0,15.482593222359126,0.033442266446889767,0.0322696442993484,0.4325603609276656,0.15531804680339645,1.9307079331896668,1041.329943206469,959.4375652601543,2.0
6680,33.257645000000004,-43.353077,8.676596,-52.042212,11.035,9.1630001,10.360999999999999,5322.0,0.97661901,0.91724521,1.5078494e-05,True,2,54.8,False,0.04026683799611952,242.10462489095542,3,3.7582192986490432,12.894273094594224,6182,0.4421610336586128,5.0,23.030540883201226,0.011093398811518908,0.035230214983355684,0.9199733533987428,0.08467504163903834,1.4255528749705917,1241.168047773459,1241.1493331106865,2.0
6766,156.491672,-31.809633,172.591106,-38.20222,11.732999999999999,9.993,11.107999999999999,5670.0,0.79989803,1.0075986,0.21247914,True,2,27.4,False,0.09541971914291993,362.55530720885366,1,3.779214339611833,1.6549690227986096,6306,0.6622938588566457,17.0,7.382283542849906,0.04759913765957696,0.043253897348823726,0.7363206940751347,0.053070151422884716,1.128575931937782,1870.89963586258,1543.0365555506216,1.0
6826,285.024644,71.008865,46.132686,83.00780899999998,11.69,9.972000099999999,11.043,5456.0,1.01057,0.95313102,0.0081748785,True,4,328.7999999999999,False,0.017137945214694694,349.4687699154673,2,2.902805097125852,3.2291266836870003,6399,0.3914736286445635,102.0,8.956619125137218,0.11798698334879178,0.02629721905873633,0.16861047754955424,0.11644363947173385,1.6717198770492658,691.5437302231653,685.9362844391339,12.0
6894,80.355711,-67.284775,344.7441740000001,-86.15513399999998,12.007,10.179,11.357999999999999,5324.0,0.96109998,0.91778898,0.040639494,True,4,328.7999999999999,False,0.06142720176582006,418.85804172495483,1,7.881130056957669,4.641415152707445,6497,2.6990214113234083,71.0,11.844468381840024,0.019050877703103455,0.07507204991456504,0.7388476508856956,0.0976665591601778,1.5310118940897444,5635.812678374944,5415.720536140772,12.0
